Sept. 28, 2023   14:52:47
Square Wave Voltammetry
File: c:\users\biose\documents\heatherl\epbp\09282023\frequencyscan\50_10_2.txt
Data Source:  Experiment
Instrument Model:  CHI1040C
Header: 
Note: 

Init E (V) = 0
Final E (V) = -0.7
Incr E (V) = 0.004
Amplitude (V) = 0.05
Frequency (Hz) = 50
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-5

E2 Scan On
Sens 2 = 1e-005

Results:

Channel 1:
Difference:

Forward:

Reverse:

Channel 2:
Difference:

Forward:

Reverse:

Potential/V, i1d/A, i1f/A, i1r/A, i2d/A, i2f/A, i2r/A

-0.004, 3.071e-6, 7.097e-7, -2.361e-6, 3.578e-6, 7.917e-7, -2.787e-6
-0.008, 3.825e-6, 1.699e-6, -2.126e-6, 4.535e-6, 2.016e-6, -2.519e-6
-0.012, 3.737e-6, 1.730e-6, -2.007e-6, 4.440e-6, 2.052e-6, -2.387e-6
-0.016, 3.635e-6, 1.717e-6, -1.918e-6, 4.329e-6, 2.040e-6, -2.288e-6
-0.020, 3.544e-6, 1.696e-6, -1.847e-6, 4.221e-6, 2.017e-6, -2.205e-6
-0.024, 3.458e-6, 1.681e-6, -1.777e-6, 4.115e-6, 1.994e-6, -2.121e-6
-0.028, 3.370e-6, 1.655e-6, -1.714e-6, 4.011e-6, 1.963e-6, -2.047e-6
-0.032, 3.272e-6, 1.625e-6, -1.648e-6, 3.906e-6, 1.930e-6, -1.975e-6
-0.036, 3.196e-6, 1.602e-6, -1.594e-6, 3.823e-6, 1.908e-6, -1.915e-6
-0.040, 3.127e-6, 1.579e-6, -1.549e-6, 3.742e-6, 1.881e-6, -1.861e-6
-0.044, 3.066e-6, 1.565e-6, -1.501e-6, 3.663e-6, 1.861e-6, -1.802e-6
-0.048, 3.000e-6, 1.543e-6, -1.457e-6, 3.583e-6, 1.834e-6, -1.749e-6
-0.052, 2.927e-6, 1.519e-6, -1.409e-6, 3.507e-6, 1.808e-6, -1.698e-6
-0.056, 2.873e-6, 1.501e-6, -1.372e-6, 3.447e-6, 1.790e-6, -1.657e-6
-0.060, 2.826e-6, 1.485e-6, -1.342e-6, 3.390e-6, 1.771e-6, -1.619e-6
-0.064, 2.785e-6, 1.476e-6, -1.309e-6, 3.334e-6, 1.757e-6, -1.577e-6
-0.068, 2.735e-6, 1.459e-6, -1.276e-6, 3.274e-6, 1.736e-6, -1.538e-6
-0.072, 2.680e-6, 1.440e-6, -1.240e-6, 3.216e-6, 1.715e-6, -1.500e-6
-0.076, 2.641e-6, 1.427e-6, -1.214e-6, 3.174e-6, 1.703e-6, -1.472e-6
-0.080, 2.609e-6, 1.416e-6, -1.193e-6, 3.133e-6, 1.689e-6, -1.444e-6
-0.084, 2.581e-6, 1.412e-6, -1.169e-6, 3.092e-6, 1.680e-6, -1.412e-6
-0.088, 2.546e-6, 1.399e-6, -1.147e-6, 3.046e-6, 1.662e-6, -1.385e-6
-0.092, 2.504e-6, 1.386e-6, -1.118e-6, 3.003e-6, 1.648e-6, -1.355e-6
-0.096, 2.479e-6, 1.377e-6, -1.101e-6, 2.976e-6, 1.640e-6, -1.336e-6
-0.100, 2.459e-6, 1.371e-6, -1.088e-6, 2.947e-6, 1.631e-6, -1.316e-6
-0.104, 2.441e-6, 1.371e-6, -1.070e-6, 2.917e-6, 1.626e-6, -1.292e-6
-0.108, 2.416e-6, 1.362e-6, -1.053e-6, 2.884e-6, 1.613e-6, -1.272e-6
-0.112, 2.385e-6, 1.354e-6, -1.031e-6, 2.850e-6, 1.603e-6, -1.248e-6
-0.116, 2.368e-6, 1.349e-6, -1.019e-6, 2.833e-6, 1.599e-6, -1.234e-6
-0.120, 2.357e-6, 1.347e-6, -1.010e-6, 2.814e-6, 1.593e-6, -1.221e-6
-0.124, 2.349e-6, 1.351e-6, -9.982e-7, 2.792e-6, 1.591e-6, -1.201e-6
-0.128, 2.333e-6, 1.346e-6, -9.865e-7, 2.768e-6, 1.582e-6, -1.186e-6
-0.132, 2.307e-6, 1.340e-6, -9.671e-7, 2.742e-6, 1.574e-6, -1.167e-6
-0.136, 2.298e-6, 1.339e-6, -9.593e-7, 2.730e-6, 1.573e-6, -1.157e-6
-0.140, 2.295e-6, 1.340e-6, -9.549e-7, 2.718e-6, 1.571e-6, -1.147e-6
-0.144, 2.295e-6, 1.348e-6, -9.469e-7, 2.705e-6, 1.572e-6, -1.132e-6
-0.148, 2.286e-6, 1.347e-6, -9.386e-7, 2.687e-6, 1.566e-6, -1.121e-6
-0.152, 2.268e-6, 1.345e-6, -9.234e-7, 2.667e-6, 1.562e-6, -1.105e-6
-0.156, 2.267e-6, 1.347e-6, -9.196e-7, 2.665e-6, 1.564e-6, -1.100e-6
-0.160, 2.269e-6, 1.352e-6, -9.174e-7, 2.657e-6, 1.565e-6, -1.092e-6
-0.164, 2.276e-6, 1.363e-6, -9.124e-7, 2.649e-6, 1.569e-6, -1.081e-6
-0.168, 2.272e-6, 1.367e-6, -9.052e-7, 2.637e-6, 1.567e-6, -1.070e-6
-0.172, 2.259e-6, 1.367e-6, -8.918e-7, 2.621e-6, 1.565e-6, -1.057e-6
-0.176, 2.265e-6, 1.374e-6, -8.911e-7, 2.624e-6, 1.570e-6, -1.054e-6
-0.180, 2.273e-6, 1.382e-6, -8.918e-7, 2.622e-6, 1.572e-6, -1.050e-6
-0.184, 2.284e-6, 1.397e-6, -8.867e-7, 2.618e-6, 1.580e-6, -1.038e-6
-0.188, 2.287e-6, 1.404e-6, -8.828e-7, 2.611e-6, 1.580e-6, -1.031e-6
-0.192, 2.281e-6, 1.409e-6, -8.717e-7, 2.600e-6, 1.581e-6, -1.019e-6
-0.196, 2.291e-6, 1.419e-6, -8.724e-7, 2.607e-6, 1.588e-6, -1.019e-6
-0.200, 2.305e-6, 1.432e-6, -8.724e-7, 2.609e-6, 1.595e-6, -1.014e-6
-0.204, 2.323e-6, 1.452e-6, -8.708e-7, 2.610e-6, 1.606e-6, -1.004e-6
-0.208, 2.329e-6, 1.463e-6, -8.669e-7, 2.606e-6, 1.608e-6, -9.983e-7
-0.212, 2.328e-6, 1.471e-6, -8.565e-7, 2.600e-6, 1.613e-6, -9.874e-7
-0.216, 2.344e-6, 1.485e-6, -8.583e-7, 2.610e-6, 1.623e-6, -9.870e-7
-0.220, 2.363e-6, 1.503e-6, -8.602e-7, 2.616e-6, 1.633e-6, -9.830e-7
-0.224, 2.381e-6, 1.524e-6, -8.574e-7, 2.618e-6, 1.644e-6, -9.742e-7
-0.228, 2.390e-6, 1.536e-6, -8.542e-7, 2.615e-6, 1.647e-6, -9.676e-7
-0.232, 2.394e-6, 1.549e-6, -8.444e-7, 2.614e-6, 1.656e-6, -9.579e-7
-0.236, 2.410e-6, 1.566e-6, -8.449e-7, 2.625e-6, 1.668e-6, -9.565e-7
-0.240, 2.431e-6, 1.586e-6, -8.454e-7, 2.633e-6, 1.681e-6, -9.516e-7
-0.244, 2.452e-6, 1.610e-6, -8.423e-7, 2.638e-6, 1.695e-6, -9.426e-7
-0.248, 2.462e-6, 1.625e-6, -8.371e-7, 2.637e-6, 1.702e-6, -9.354e-7
-0.252, 2.463e-6, 1.638e-6, -8.252e-7, 2.634e-6, 1.712e-6, -9.227e-7
-0.256, 2.481e-6, 1.657e-6, -8.237e-7, 2.647e-6, 1.727e-6, -9.201e-7
-0.260, 2.500e-6, 1.677e-6, -8.226e-7, 2.656e-6, 1.741e-6, -9.152e-7
-0.264, 2.517e-6, 1.702e-6, -8.152e-7, 2.660e-6, 1.757e-6, -9.023e-7
-0.268, 2.525e-6, 1.718e-6, -8.074e-7, 2.661e-6, 1.767e-6, -8.939e-7
-0.272, 2.525e-6, 1.733e-6, -7.916e-7, 2.660e-6, 1.780e-6, -8.800e-7
-0.276, 2.538e-6, 1.752e-6, -7.866e-7, 2.672e-6, 1.797e-6, -8.749e-7
-0.280, 2.553e-6, 1.773e-6, -7.805e-7, 2.680e-6, 1.814e-6, -8.664e-7
-0.284, 2.568e-6, 1.799e-6, -7.689e-7, 2.685e-6, 1.833e-6, -8.522e-7
-0.288, 2.570e-6, 1.815e-6, -7.551e-7, 2.685e-6, 1.845e-6, -8.399e-7
-0.292, 2.566e-6, 1.832e-6, -7.341e-7, 2.684e-6, 1.861e-6, -8.230e-7
-0.296, 2.575e-6, 1.852e-6, -7.232e-7, 2.698e-6, 1.883e-6, -8.150e-7
-0.300, 2.585e-6, 1.875e-6, -7.098e-7, 2.705e-6, 1.903e-6, -8.023e-7
-0.304, 2.597e-6, 1.904e-6, -6.930e-7, 2.711e-6, 1.927e-6, -7.849e-7
-0.308, 2.594e-6, 1.922e-6, -6.717e-7, 2.709e-6, 1.941e-6, -7.682e-7
-0.312, 2.588e-6, 1.941e-6, -6.467e-7, 2.711e-6, 1.961e-6, -7.498e-7
-0.316, 2.595e-6, 1.965e-6, -6.302e-7, 2.726e-6, 1.987e-6, -7.393e-7
-0.320, 2.605e-6, 1.991e-6, -6.132e-7, 2.736e-6, 2.012e-6, -7.247e-7
-0.324, 2.614e-6, 2.023e-6, -5.907e-7, 2.744e-6, 2.040e-6, -7.043e-7
-0.328, 2.609e-6, 2.044e-6, -5.655e-7, 2.742e-6, 2.057e-6, -6.847e-7
-0.332, 2.603e-6, 2.067e-6, -5.357e-7, 2.746e-6, 2.083e-6, -6.635e-7
-0.336, 2.609e-6, 2.094e-6, -5.152e-7, 2.762e-6, 2.112e-6, -6.502e-7
-0.340, 2.618e-6, 2.124e-6, -4.944e-7, 2.774e-6, 2.141e-6, -6.332e-7
-0.344, 2.628e-6, 2.159e-6, -4.694e-7, 2.782e-6, 2.171e-6, -6.111e-7
-0.348, 2.627e-6, 2.185e-6, -4.417e-7, 2.786e-6, 2.196e-6, -5.901e-7
-0.352, 2.621e-6, 2.212e-6, -4.092e-7, 2.791e-6, 2.224e-6, -5.665e-7
-0.356, 2.630e-6, 2.244e-6, -3.863e-7, 2.809e-6, 2.258e-6, -5.506e-7
-0.360, 2.639e-6, 2.276e-6, -3.634e-7, 2.820e-6, 2.289e-6, -5.308e-7
-0.364, 2.648e-6, 2.314e-6, -3.345e-7, 2.829e-6, 2.324e-6, -5.053e-7
-0.368, 2.650e-6, 2.344e-6, -3.059e-7, 2.834e-6, 2.352e-6, -4.828e-7
-0.372, 2.645e-6, 2.373e-6, -2.719e-7, 2.841e-6, 2.383e-6, -4.573e-7
-0.376, 2.655e-6, 2.408e-6, -2.473e-7, 2.859e-6, 2.420e-6, -4.390e-7
-0.380, 2.668e-6, 2.445e-6, -2.231e-7, 2.873e-6, 2.456e-6, -4.171e-7
-0.384, 2.679e-6, 2.486e-6, -1.936e-7, 2.883e-6, 2.493e-6, -3.902e-7
