Sept. 28, 2023   14:30:47
Square Wave Voltammetry
File: 50_0_
Data Source:  Experiment
Instrument Model:  CHI1040C
Header: 
Note: 

Init E (V) = 0
Final E (V) = -0.7
Incr E (V) = 0.004
Amplitude (V) = 0.05
Frequency (Hz) = 50
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-5

E2 Scan On
Sens 2 = 1e-005

Results:

Channel 1:
Difference:

Forward:

Reverse:

Channel 2:
Difference:

Forward:

Reverse:

Potential/V, i1d/A, i1f/A, i1r/A, i2d/A, i2f/A, i2r/A

-0.004, 2.581e-6, 6.316e-7, -1.949e-6, 2.899e-6, 7.080e-7, -2.191e-6
-0.008, 3.225e-6, 1.466e-6, -1.759e-6, 3.655e-6, 1.673e-6, -1.983e-6
-0.012, 3.175e-6, 1.503e-6, -1.672e-6, 3.600e-6, 1.715e-6, -1.885e-6
-0.016, 3.103e-6, 1.502e-6, -1.601e-6, 3.518e-6, 1.711e-6, -1.807e-6
-0.020, 3.023e-6, 1.484e-6, -1.539e-6, 3.433e-6, 1.692e-6, -1.741e-6
-0.024, 2.946e-6, 1.466e-6, -1.480e-6, 3.356e-6, 1.676e-6, -1.680e-6
-0.028, 2.884e-6, 1.448e-6, -1.436e-6, 3.292e-6, 1.659e-6, -1.633e-6
-0.032, 2.825e-6, 1.433e-6, -1.392e-6, 3.226e-6, 1.643e-6, -1.583e-6
-0.036, 2.772e-6, 1.420e-6, -1.351e-6, 3.162e-6, 1.627e-6, -1.535e-6
-0.040, 2.707e-6, 1.398e-6, -1.309e-6, 3.093e-6, 1.603e-6, -1.491e-6
-0.044, 2.649e-6, 1.381e-6, -1.268e-6, 3.037e-6, 1.588e-6, -1.449e-6
-0.048, 2.606e-6, 1.366e-6, -1.240e-6, 2.992e-6, 1.573e-6, -1.419e-6
-0.052, 2.563e-6, 1.354e-6, -1.209e-6, 2.942e-6, 1.560e-6, -1.382e-6
-0.056, 2.526e-6, 1.346e-6, -1.180e-6, 2.896e-6, 1.547e-6, -1.348e-6
-0.060, 2.478e-6, 1.327e-6, -1.151e-6, 2.844e-6, 1.527e-6, -1.317e-6
-0.064, 2.435e-6, 1.314e-6, -1.121e-6, 2.803e-6, 1.516e-6, -1.287e-6
