Sept. 28, 2023   14:51:44
Square Wave Voltammetry
File: 50_10_
Data Source:  Experiment
Instrument Model:  CHI1040C
Header: 
Note: 

Init E (V) = 0
Final E (V) = -0.7
Incr E (V) = 0.004
Amplitude (V) = 0.05
Frequency (Hz) = 50
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-5

E2 Scan On
Sens 2 = 1e-005

Results:

Channel 1:
Difference:

Forward:

Reverse:

Channel 2:
Difference:

Forward:

Reverse:

Potential/V, i1d/A, i1f/A, i1r/A, i2d/A, i2f/A, i2r/A

-0.004, 3.027e-6, 6.986e-7, -2.328e-6, 3.538e-6, 7.822e-7, -2.756e-6
-0.008, 3.761e-6, 1.673e-6, -2.088e-6, 4.484e-6, 1.997e-6, -2.487e-6
-0.012, 3.687e-6, 1.707e-6, -1.980e-6, 4.403e-6, 2.037e-6, -2.366e-6
-0.016, 3.591e-6, 1.695e-6, -1.896e-6, 4.289e-6, 2.022e-6, -2.267e-6
-0.020, 3.502e-6, 1.682e-6, -1.820e-6, 4.179e-6, 2.003e-6, -2.176e-6
-0.024, 3.405e-6, 1.654e-6, -1.751e-6, 4.067e-6, 1.970e-6, -2.096e-6
-0.028, 3.304e-6, 1.626e-6, -1.679e-6, 3.958e-6, 1.939e-6, -2.018e-6
-0.032, 3.226e-6, 1.602e-6, -1.624e-6, 3.871e-6, 1.915e-6, -1.957e-6
-0.036, 3.153e-6, 1.580e-6, -1.574e-6, 3.785e-6, 1.889e-6, -1.896e-6
-0.040, 3.085e-6, 1.563e-6, -1.523e-6, 3.698e-6, 1.865e-6, -1.833e-6
-0.044, 3.012e-6, 1.538e-6, -1.475e-6, 3.613e-6, 1.835e-6, -1.778e-6
-0.048, 2.937e-6, 1.513e-6, -1.425e-6, 3.533e-6, 1.809e-6, -1.724e-6
-0.052, 2.878e-6, 1.492e-6, -1.386e-6, 3.468e-6, 1.788e-6, -1.679e-6
-0.056, 2.828e-6, 1.477e-6, -1.351e-6, 3.405e-6, 1.769e-6, -1.636e-6
-0.060, 2.782e-6, 1.465e-6, -1.317e-6, 3.344e-6, 1.752e-6, -1.593e-6
