Sept. 28, 2023   14:48:47
Square Wave Voltammetry
File: 30_10_
Data Source:  Experiment
Instrument Model:  CHI1040C
Header: 
Note: 

Init E (V) = 0
Final E (V) = -0.7
Incr E (V) = 0.004
Amplitude (V) = 0.05
Frequency (Hz) = 30
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-5

E2 Scan On
Sens 2 = 1e-005

Results:

Channel 1:
Difference:

Forward:

Reverse:

Channel 2:
Difference:

Forward:

Reverse:

Potential/V, i1d/A, i1f/A, i1r/A, i2d/A, i2f/A, i2r/A

-0.004, 1.144e-6, 3.070e-7, -8.370e-7, 1.319e-6, 3.541e-7, -9.648e-7
-0.008, 1.361e-6, 6.158e-7, -7.447e-7, 1.578e-6, 7.172e-7, -8.603e-7
-0.012, 1.337e-6, 6.351e-7, -7.018e-7, 1.551e-6, 7.394e-7, -8.116e-7
-0.016, 1.306e-6, 6.351e-7, -6.706e-7, 1.516e-6, 7.399e-7, -7.756e-7
-0.020, 1.273e-6, 6.305e-7, -6.429e-7, 1.479e-6, 7.355e-7, -7.436e-7
-0.024, 1.244e-6, 6.249e-7, -6.193e-7, 1.447e-6, 7.302e-7, -7.169e-7
-0.028, 1.216e-6, 6.190e-7, -5.974e-7, 1.415e-6, 7.232e-7, -6.920e-7
-0.032, 1.191e-6, 6.127e-7, -5.779e-7, 1.387e-6, 7.169e-7, -6.698e-7
-0.036, 1.166e-6, 6.069e-7, -5.590e-7, 1.359e-6, 7.112e-7, -6.478e-7
-0.040, 1.144e-6, 6.009e-7, -5.432e-7, 1.334e-6, 7.046e-7, -6.298e-7
-0.044, 1.124e-6, 5.956e-7, -5.283e-7, 1.312e-6, 6.992e-7, -6.126e-7
-0.048, 1.105e-6, 5.912e-7, -5.138e-7, 1.290e-6, 6.944e-7, -5.958e-7
-0.052, 1.089e-6, 5.870e-7, -5.015e-7, 1.271e-6, 6.898e-7, -5.813e-7
-0.056, 1.073e-6, 5.831e-7, -4.901e-7, 1.254e-6, 6.859e-7, -5.684e-7
-0.060, 1.058e-6, 5.793e-7, -4.790e-7, 1.238e-6, 6.824e-7, -5.551e-7
-0.064, 1.047e-6, 5.773e-7, -4.698e-7, 1.224e-6, 6.795e-7, -5.442e-7
-0.068, 1.036e-6, 5.752e-7, -4.604e-7, 1.211e-6, 6.774e-7, -5.332e-7
-0.072, 1.026e-6, 5.731e-7, -4.527e-7, 1.200e-6, 6.755e-7, -5.243e-7
-0.076, 1.017e-6, 5.717e-7, -4.454e-7, 1.189e-6, 6.737e-7, -5.152e-7
-0.080, 1.010e-6, 5.711e-7, -4.385e-7, 1.180e-6, 6.730e-7, -5.069e-7
-0.084, 1.003e-6, 5.709e-7, -4.317e-7, 1.172e-6, 6.727e-7, -4.992e-7
-0.088, 9.978e-7, 5.709e-7, -4.269e-7, 1.166e-6, 6.733e-7, -4.931e-7
-0.092, 9.932e-7, 5.718e-7, -4.214e-7, 1.160e-6, 6.738e-7, -4.864e-7
-0.096, 9.892e-7, 5.730e-7, -4.162e-7, 1.155e-6, 6.751e-7, -4.802e-7
-0.100, 9.864e-7, 5.735e-7, -4.129e-7, 1.151e-6, 6.754e-7, -4.758e-7
-0.104, 9.843e-7, 5.755e-7, -4.087e-7, 1.149e-6, 6.776e-7, -4.709e-7
-0.108, 9.843e-7, 5.787e-7, -4.056e-7, 1.147e-6, 6.806e-7, -4.664e-7
-0.112, 9.838e-7, 5.814e-7, -4.023e-7, 1.146e-6, 6.834e-7, -4.625e-7
-0.116, 9.858e-7, 5.853e-7, -4.005e-7, 1.146e-6, 6.865e-7, -4.593e-7
-0.120, 9.860e-7, 5.879e-7, -3.981e-7, 1.145e-6, 6.892e-7, -4.561e-7
-0.124, 9.885e-7, 5.924e-7, -3.961e-7, 1.147e-6, 6.938e-7, -4.531e-7
-0.128, 9.917e-7, 5.973e-7, -3.944e-7, 1.149e-6, 6.985e-7, -4.504e-7
-0.132, 9.950e-7, 6.022e-7, -3.928e-7, 1.151e-6, 7.031e-7, -4.481e-7
-0.136, 9.995e-7, 6.079e-7, -3.916e-7, 1.155e-6, 7.090e-7, -4.460e-7
-0.140, 1.006e-6, 6.147e-7, -3.909e-7, 1.159e-6, 7.148e-7, -4.441e-7
-0.144, 1.011e-6, 6.206e-7, -3.900e-7, 1.163e-6, 7.206e-7, -4.425e-7
-0.148, 1.018e-6, 6.278e-7, -3.897e-7, 1.169e-6, 7.278e-7, -4.409e-7
-0.152, 1.025e-6, 6.359e-7, -3.889e-7, 1.174e-6, 7.349e-7, -4.391e-7
-0.156, 1.033e-6, 6.437e-7, -3.891e-7, 1.180e-6, 7.419e-7, -4.380e-7
-0.160, 1.042e-6, 6.528e-7, -3.892e-7, 1.188e-6, 7.507e-7, -4.371e-7
-0.164, 1.050e-6, 6.616e-7, -3.885e-7, 1.194e-6, 7.586e-7, -4.357e-7
-0.168, 1.062e-6, 6.724e-7, -3.896e-7, 1.204e-6, 7.684e-7, -4.353e-7
-0.172, 1.073e-6, 6.837e-7, -3.893e-7, 1.213e-6, 7.789e-7, -4.339e-7
-0.176, 1.084e-6, 6.945e-7, -3.899e-7, 1.222e-6, 7.886e-7, -4.334e-7
-0.180, 1.097e-6, 7.071e-7, -3.899e-7, 1.231e-6, 7.996e-7, -4.317e-7
-0.184, 1.111e-6, 7.202e-7, -3.911e-7, 1.243e-6, 8.112e-7, -4.315e-7
-0.188, 1.126e-6, 7.346e-7, -3.913e-7, 1.255e-6, 8.241e-7, -4.304e-7
-0.192, 1.140e-6, 7.489e-7, -3.914e-7, 1.266e-6, 8.370e-7, -4.289e-7
-0.196, 1.156e-6, 7.641e-7, -3.924e-7, 1.278e-6, 8.500e-7, -4.283e-7
-0.200, 1.174e-6, 7.810e-7, -3.927e-7, 1.292e-6, 8.649e-7, -4.270e-7
-0.204, 1.191e-6, 7.979e-7, -3.928e-7, 1.306e-6, 8.799e-7, -4.257e-7
-0.208, 1.209e-6, 8.160e-7, -3.933e-7, 1.320e-6, 8.957e-7, -4.241e-7
-0.212, 1.228e-6, 8.344e-7, -3.932e-7, 1.334e-6, 9.118e-7, -4.223e-7
-0.216, 1.247e-6, 8.537e-7, -3.931e-7, 1.349e-6, 9.286e-7, -4.202e-7
-0.220, 1.267e-6, 8.742e-7, -3.926e-7, 1.365e-6, 9.471e-7, -4.175e-7
-0.224, 1.286e-6, 8.951e-7, -3.913e-7, 1.380e-6, 9.654e-7, -4.147e-7
-0.228, 1.309e-6, 9.183e-7, -3.907e-7, 1.398e-6, 9.861e-7, -4.121e-7
-0.232, 1.330e-6, 9.408e-7, -3.890e-7, 1.414e-6, 1.006e-6, -4.082e-7
-0.236, 1.351e-6, 9.641e-7, -3.869e-7, 1.431e-6, 1.027e-6, -4.041e-7
-0.240, 1.373e-6, 9.884e-7, -3.845e-7, 1.449e-6, 1.049e-6, -4.000e-7
-0.244, 1.395e-6, 1.013e-6, -3.813e-7, 1.467e-6, 1.072e-6, -3.953e-7
-0.248, 1.416e-6, 1.039e-6, -3.773e-7, 1.485e-6, 1.095e-6, -3.897e-7
-0.252, 1.438e-6, 1.065e-6, -3.729e-7, 1.504e-6, 1.120e-6, -3.838e-7
-0.256, 1.460e-6, 1.092e-6, -3.678e-7, 1.523e-6, 1.145e-6, -3.774e-7
-0.260, 1.483e-6, 1.121e-6, -3.616e-7, 1.542e-6, 1.172e-6, -3.700e-7
-0.264, 1.504e-6, 1.149e-6, -3.542e-7, 1.562e-6, 1.199e-6, -3.624e-7
-0.268, 1.525e-6, 1.179e-6, -3.462e-7, 1.581e-6, 1.228e-6, -3.532e-7
-0.272, 1.547e-6, 1.209e-6, -3.371e-7, 1.602e-6, 1.258e-6, -3.435e-7
-0.276, 1.567e-6, 1.240e-6, -3.270e-7, 1.622e-6, 1.288e-6, -3.339e-7
-0.280, 1.587e-6, 1.272e-6, -3.152e-7, 1.642e-6, 1.320e-6, -3.221e-7
-0.284, 1.609e-6, 1.305e-6, -3.036e-7, 1.664e-6, 1.353e-6, -3.113e-7
-0.288, 1.628e-6, 1.338e-6, -2.894e-7, 1.684e-6, 1.386e-6, -2.978e-7
-0.292, 1.648e-6, 1.373e-6, -2.751e-7, 1.706e-6, 1.422e-6, -2.847e-7
-0.296, 1.667e-6, 1.408e-6, -2.600e-7, 1.728e-6, 1.457e-6, -2.708e-7
-0.300, 1.686e-6, 1.444e-6, -2.426e-7, 1.750e-6, 1.495e-6, -2.556e-7
-0.304, 1.706e-6, 1.482e-6, -2.246e-7, 1.772e-6, 1.533e-6, -2.398e-7
-0.308, 1.725e-6, 1.519e-6, -2.059e-7, 1.795e-6, 1.571e-6, -2.238e-7
-0.312, 1.743e-6, 1.556e-6, -1.861e-7, 1.817e-6, 1.611e-6, -2.063e-7
-0.316, 1.762e-6, 1.597e-6, -1.646e-7, 1.840e-6, 1.653e-6, -1.876e-7
-0.320, 1.780e-6, 1.636e-6, -1.434e-7, 1.863e-6, 1.694e-6, -1.688e-7
-0.324, 1.799e-6, 1.678e-6, -1.210e-7, 1.887e-6, 1.737e-6, -1.492e-7
-0.328, 1.817e-6, 1.719e-6, -9.737e-8, 1.909e-6, 1.781e-6, -1.284e-7
-0.332, 1.834e-6, 1.762e-6, -7.240e-8, 1.932e-6, 1.825e-6, -1.068e-7
-0.336, 1.851e-6, 1.804e-6, -4.688e-8, 1.954e-6, 1.869e-6, -8.437e-8
