Sept. 28, 2023   14:25:41
Square Wave Voltammetry
File: 30_0_
Data Source:  Experiment
Instrument Model:  CHI1040C
Header: 
Note: 

Init E (V) = 0
Final E (V) = -0.7
Incr E (V) = 0.004
Amplitude (V) = 0.05
Frequency (Hz) = 30
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-5

E2 Scan On
Sens 2 = 1e-005

Results:

Channel 1:
Difference:

Forward:

Reverse:

Channel 2:
Difference:

Forward:

Reverse:

Potential/V, i1d/A, i1f/A, i1r/A, i2d/A, i2f/A, i2r/A

-0.004, 1.296e-6, 3.606e-7, -9.354e-7, 1.475e-6, 4.118e-7, -1.063e-6
-0.008, 1.540e-6, 7.032e-7, -8.369e-7, 1.757e-6, 8.045e-7, -9.527e-7
-0.012, 1.524e-6, 7.298e-7, -7.947e-7, 1.740e-6, 8.349e-7, -9.054e-7
-0.016, 1.496e-6, 7.337e-7, -7.619e-7, 1.708e-6, 8.396e-7, -8.688e-7
-0.020, 1.470e-6, 7.342e-7, -7.362e-7, 1.680e-6, 8.409e-7, -8.394e-7
-0.024, 1.444e-6, 7.317e-7, -7.126e-7, 1.651e-6, 8.384e-7, -8.124e-7
-0.028, 1.420e-6, 7.279e-7, -6.919e-7, 1.624e-6, 8.347e-7, -7.890e-7
-0.032, 1.398e-6, 7.248e-7, -6.727e-7, 1.599e-6, 8.315e-7, -7.673e-7
-0.036, 1.375e-6, 7.206e-7, -6.546e-7, 1.573e-6, 8.268e-7, -7.462e-7
-0.040, 1.356e-6, 7.169e-7, -6.393e-7, 1.551e-6, 8.223e-7, -7.282e-7
-0.044, 1.336e-6, 7.128e-7, -6.235e-7, 1.529e-6, 8.182e-7, -7.104e-7
-0.048, 1.319e-6, 7.093e-7, -6.094e-7, 1.508e-6, 8.144e-7, -6.938e-7
-0.052, 1.302e-6, 7.058e-7, -5.966e-7, 1.489e-6, 8.099e-7, -6.794e-7
-0.056, 1.287e-6, 7.024e-7, -5.849e-7, 1.472e-6, 8.066e-7, -6.651e-7
-0.060, 1.273e-6, 7.004e-7, -5.730e-7, 1.455e-6, 8.037e-7, -6.513e-7
-0.064, 1.260e-6, 6.977e-7, -5.625e-7, 1.440e-6, 8.004e-7, -6.393e-7
-0.068, 1.249e-6, 6.956e-7, -5.529e-7, 1.425e-6, 7.978e-7, -6.274e-7
-0.072, 1.237e-6, 6.936e-7, -5.434e-7, 1.411e-6, 7.948e-7, -6.163e-7
-0.076, 1.228e-6, 6.927e-7, -5.349e-7, 1.399e-6, 7.937e-7, -6.057e-7
-0.080, 1.218e-6, 6.907e-7, -5.270e-7, 1.387e-6, 7.908e-7, -5.965e-7
-0.084, 1.211e-6, 6.911e-7, -5.203e-7, 1.379e-6, 7.912e-7, -5.882e-7
-0.088, 1.204e-6, 6.906e-7, -5.131e-7, 1.370e-6, 7.896e-7, -5.801e-7
-0.092, 1.198e-6, 6.910e-7, -5.068e-7, 1.361e-6, 7.893e-7, -5.720e-7
-0.096, 1.191e-6, 6.909e-7, -5.004e-7, 1.353e-6, 7.888e-7, -5.644e-7
-0.100, 1.188e-6, 6.927e-7, -4.952e-7, 1.347e-6, 7.893e-7, -5.572e-7
-0.104, 1.184e-6, 6.940e-7, -4.900e-7, 1.340e-6, 7.897e-7, -5.504e-7
-0.108, 1.182e-6, 6.959e-7, -4.858e-7, 1.336e-6, 7.907e-7, -5.449e-7
-0.112, 1.180e-6, 6.977e-7, -4.819e-7, 1.331e-6, 7.918e-7, -5.396e-7
-0.116, 1.179e-6, 7.010e-7, -4.778e-7, 1.328e-6, 7.938e-7, -5.339e-7
-0.120, 1.178e-6, 7.043e-7, -4.740e-7, 1.326e-6, 7.965e-7, -5.293e-7
-0.124, 1.179e-6, 7.081e-7, -4.706e-7, 1.323e-6, 7.985e-7, -5.248e-7
-0.128, 1.180e-6, 7.123e-7, -4.681e-7, 1.323e-6, 8.023e-7, -5.205e-7
-0.132, 1.182e-6, 7.166e-7, -4.655e-7, 1.322e-6, 8.054e-7, -5.169e-7
-0.136, 1.186e-6, 7.228e-7, -4.630e-7, 1.323e-6, 8.099e-7, -5.131e-7
-0.140, 1.189e-6, 7.274e-7, -4.615e-7, 1.324e-6, 8.133e-7, -5.105e-7
-0.144, 1.194e-6, 7.336e-7, -4.602e-7, 1.326e-6, 8.186e-7, -5.075e-7
-0.148, 1.199e-6, 7.410e-7, -4.580e-7, 1.327e-6, 8.236e-7, -5.038e-7
-0.152, 1.205e-6, 7.477e-7, -4.574e-7, 1.332e-6, 8.296e-7, -5.023e-7
-0.156, 1.213e-6, 7.569e-7, -4.561e-7, 1.336e-6, 8.362e-7, -4.994e-7
-0.160, 1.220e-6, 7.647e-7, -4.552e-7, 1.340e-6, 8.427e-7, -4.970e-7
-0.164, 1.229e-6, 7.744e-7, -4.550e-7, 1.346e-6, 8.501e-7, -4.955e-7
-0.168, 1.239e-6, 7.845e-7, -4.544e-7, 1.353e-6, 8.587e-7, -4.939e-7
