July 4, 2022   11:44:41
Differential Pulse Voltammetry
File: c:\users\weigao\desktop\sam\dopamine\2022-07-03 deposition amount\apba 18 seg 100 um da ser - 10 min.txt
Data Source:  Experiment
Instrument Model:  CHI840D
Header: 
Note: 

Init E (V) = 0
Final E (V) = 0.5
Incr E (V) = 0.004
Amplitude (V) = 0.05
Pulse Width (sec) = 0.05
Pulse Period (sec) = 0.5
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-5

Ep = 0.356V
Eh = 0.312V
Ehw = 0.096V
ip = 8.560e-6A
Ap = 8.625e-7VA

Potential/V, Current/A

0.004, 7.272e-5
0.008, 7.220e-5
0.012, 7.167e-5
0.016, 7.122e-5
0.020, 7.062e-5
0.024, 7.014e-5
0.028, 6.999e-5
0.032, 6.915e-5
0.036, 6.866e-5
0.040, 6.814e-5
0.044, 6.764e-5
0.048, 6.712e-5
0.052, 6.656e-5
0.056, 6.596e-5
0.060, 6.550e-5
0.064, 6.486e-5
0.068, 6.415e-5
0.072, 6.355e-5
0.076, 6.286e-5
0.080, 6.210e-5
0.084, 6.137e-5
0.088, 6.068e-5
0.092, 6.000e-5
0.096, 5.928e-5
0.100, 5.854e-5
0.104, 5.783e-5
0.108, 5.712e-5
0.112, 5.644e-5
0.116, 5.578e-5
0.120, 5.516e-5
0.124, 5.459e-5
0.128, 5.407e-5
0.132, 5.357e-5
0.136, 5.314e-5
0.140, 5.276e-5
0.144, 5.243e-5
0.148, 5.216e-5
0.152, 5.191e-5
0.156, 5.172e-5
0.160, 5.156e-5
0.164, 5.140e-5
0.168, 5.126e-5
0.172, 5.112e-5
0.176, 5.096e-5
0.180, 5.078e-5
0.184, 5.058e-5
0.188, 5.037e-5
0.192, 5.012e-5
0.196, 4.984e-5
0.200, 4.954e-5
0.204, 4.922e-5
0.208, 4.887e-5
0.212, 4.851e-5
0.216, 4.815e-5
0.220, 4.780e-5
0.224, 4.744e-5
0.228, 4.710e-5
0.232, 4.679e-5
0.236, 4.651e-5
0.240, 4.624e-5
0.244, 4.602e-5
0.248, 4.582e-5
0.252, 4.568e-5
0.256, 4.557e-5
0.260, 4.550e-5
0.264, 4.549e-5
0.268, 4.552e-5
0.272, 4.559e-5
0.276, 4.571e-5
0.280, 4.586e-5
0.284, 4.608e-5
0.288, 4.634e-5
0.292, 4.664e-5
0.296, 4.698e-5
0.300, 4.736e-5
0.304, 4.779e-5
0.308, 4.819e-5
0.312, 4.864e-5
0.316, 4.908e-5
0.320, 4.966e-5
0.324, 4.977e-5
0.328, 5.041e-5
0.332, 5.037e-5
0.336, 5.123e-5
0.340, 5.146e-5
0.344, 5.166e-5
0.348, 5.176e-5
0.352, 5.186e-5
0.356, 5.188e-5
0.360, 5.177e-5
0.364, 5.159e-5
0.368, 5.131e-5
0.372, 5.096e-5
0.376, 5.054e-5
0.380, 5.008e-5
0.384, 4.956e-5
0.388, 4.902e-5
0.392, 4.847e-5
0.396, 4.791e-5
0.400, 4.735e-5
0.404, 4.681e-5
0.408, 4.628e-5
0.412, 4.579e-5
0.416, 4.531e-5
0.420, 4.486e-5
0.424, 4.445e-5
0.428, 4.406e-5
0.432, 4.368e-5
0.436, 4.333e-5
0.440, 4.299e-5
0.444, 4.269e-5
0.448, 4.240e-5
0.452, 4.211e-5
0.456, 4.186e-5
0.460, 4.162e-5
0.464, 4.137e-5
0.468, 4.116e-5
0.472, 4.095e-5
0.476, 4.076e-5
0.480, 4.058e-5
0.484, 4.041e-5
0.488, 4.027e-5
0.492, 4.014e-5
0.496, 4.002e-5
0.500, 3.991e-5
