July 4, 2022   11:39:40
Differential Pulse Voltammetry
File: c:\users\weigao\desktop\sam\dopamine\2022-07-03 deposition amount\apba 20 seg 100 um da ser - 0 min.txt
Data Source:  Experiment
Instrument Model:  CHI840D
Header: 
Note: 

Init E (V) = 0
Final E (V) = 0.5
Incr E (V) = 0.004
Amplitude (V) = 0.05
Pulse Width (sec) = 0.05
Pulse Period (sec) = 0.5
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-5

Ep = 0.352V
Eh = 0.320V
Ehw = 0.080V
ip = 5.047e-6A
Ap = 4.398e-7VA

Potential/V, Current/A

0.004, 6.293e-5
0.008, 6.232e-5
0.012, 6.176e-5
0.016, 6.122e-5
0.020, 6.077e-5
0.024, 6.031e-5
0.028, 5.992e-5
0.032, 5.951e-5
0.036, 5.908e-5
0.040, 5.875e-5
0.044, 5.836e-5
0.048, 5.798e-5
0.052, 5.759e-5
0.056, 5.719e-5
0.060, 5.681e-5
0.064, 5.641e-5
0.068, 5.598e-5
0.072, 5.556e-5
0.076, 5.514e-5
0.080, 5.469e-5
0.084, 5.425e-5
0.088, 5.380e-5
0.092, 5.335e-5
0.096, 5.290e-5
0.100, 5.244e-5
0.104, 5.199e-5
0.108, 5.154e-5
0.112, 5.109e-5
0.116, 5.064e-5
0.120, 5.020e-5
0.124, 4.978e-5
0.128, 4.938e-5
0.132, 4.894e-5
0.136, 4.854e-5
0.140, 4.816e-5
0.144, 4.777e-5
0.148, 4.740e-5
0.152, 4.703e-5
0.156, 4.667e-5
0.160, 4.634e-5
0.164, 4.598e-5
0.168, 4.564e-5
0.172, 4.531e-5
0.176, 4.497e-5
0.180, 4.462e-5
0.184, 4.427e-5
0.188, 4.392e-5
0.192, 4.356e-5
0.196, 4.319e-5
0.200, 4.283e-5
0.204, 4.247e-5
0.208, 4.209e-5
0.212, 4.171e-5
0.216, 4.133e-5
0.220, 4.096e-5
0.224, 4.059e-5
0.228, 4.022e-5
0.232, 3.987e-5
0.236, 3.953e-5
0.240, 3.921e-5
0.244, 3.889e-5
0.248, 3.859e-5
0.252, 3.833e-5
0.256, 3.808e-5
0.260, 3.785e-5
0.264, 3.767e-5
0.268, 3.751e-5
0.272, 3.739e-5
0.276, 3.730e-5
0.280, 3.725e-5
0.284, 3.725e-5
0.288, 3.730e-5
0.292, 3.738e-5
0.296, 3.752e-5
0.300, 3.771e-5
0.304, 3.793e-5
0.308, 3.819e-5
0.312, 3.847e-5
0.316, 3.880e-5
0.320, 3.912e-5
0.324, 3.944e-5
0.328, 3.976e-5
0.332, 4.006e-5
0.336, 4.032e-5
0.340, 4.052e-5
0.344, 4.066e-5
0.348, 4.075e-5
0.352, 4.076e-5
0.356, 4.069e-5
0.360, 4.055e-5
0.364, 4.036e-5
0.368, 4.009e-5
0.372, 3.977e-5
0.376, 3.941e-5
0.380, 3.903e-5
0.384, 3.865e-5
0.388, 3.824e-5
0.392, 3.787e-5
0.396, 3.750e-5
0.400, 3.714e-5
0.404, 3.680e-5
0.408, 3.648e-5
0.412, 3.619e-5
0.416, 3.590e-5
0.420, 3.563e-5
0.424, 3.539e-5
0.428, 3.515e-5
0.432, 3.491e-5
0.436, 3.469e-5
0.440, 3.448e-5
0.444, 3.428e-5
0.448, 3.408e-5
0.452, 3.389e-5
0.456, 3.371e-5
0.460, 3.354e-5
0.464, 3.338e-5
0.468, 3.323e-5
0.472, 3.308e-5
0.476, 3.295e-5
0.480, 3.283e-5
0.484, 3.272e-5
0.488, 3.262e-5
0.492, 3.254e-5
0.496, 3.246e-5
0.500, 3.238e-5
