July 4, 2022   11:27:48
Differential Pulse Voltammetry
File: c:\users\weigao\desktop\sam\dopamine\2022-07-03 deposition amount\apba 18 seg 100 um da ser - 0 min.txt
Data Source:  Experiment
Instrument Model:  CHI840D
Header: 
Note: 

Init E (V) = 0
Final E (V) = 0.5
Incr E (V) = 0.004
Amplitude (V) = 0.05
Pulse Width (sec) = 0.05
Pulse Period (sec) = 0.5
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-5

Ep = 0.328V
Eh = 0.296V
Ehw = 0.076V
ip = 7.693e-6A
Ap = 5.955e-7VA

Potential/V, Current/A

0.004, 8.350e-5
0.008, 8.287e-5
0.012, 8.228e-5
0.016, 8.165e-5
0.020, 8.117e-5
0.024, 8.080e-5
0.028, 8.048e-5
0.032, 8.018e-5
0.036, 7.990e-5
0.040, 7.961e-5
0.044, 7.932e-5
0.048, 7.902e-5
0.052, 7.870e-5
0.056, 7.835e-5
0.060, 7.803e-5
0.064, 7.766e-5
0.068, 7.725e-5
0.072, 7.683e-5
0.076, 7.638e-5
0.080, 7.588e-5
0.084, 7.536e-5
0.088, 7.480e-5
0.092, 7.423e-5
0.096, 7.361e-5
0.100, 7.295e-5
0.104, 7.227e-5
0.108, 7.137e-5
0.112, 7.079e-5
0.116, 7.009e-5
0.120, 6.932e-5
0.124, 6.845e-5
0.128, 6.753e-5
0.132, 6.693e-5
0.136, 6.606e-5
0.140, 6.527e-5
0.144, 6.442e-5
0.148, 6.357e-5
0.152, 6.271e-5
0.156, 6.186e-5
0.160, 6.107e-5
0.164, 6.015e-5
0.168, 5.938e-5
0.172, 5.855e-5
0.176, 5.777e-5
0.180, 5.700e-5
0.184, 5.626e-5
0.188, 5.556e-5
0.192, 5.486e-5
0.196, 5.418e-5
0.200, 5.356e-5
0.204, 5.296e-5
0.208, 5.240e-5
0.212, 5.188e-5
0.216, 5.138e-5
0.220, 5.094e-5
0.224, 5.053e-5
0.228, 5.017e-5
0.232, 4.984e-5
0.236, 4.957e-5
0.240, 4.934e-5
0.244, 4.914e-5
0.248, 4.898e-5
0.252, 4.892e-5
0.256, 4.885e-5
0.260, 4.883e-5
0.264, 4.889e-5
0.268, 4.897e-5
0.272, 4.909e-5
0.276, 4.925e-5
0.280, 4.946e-5
0.284, 4.971e-5
0.288, 4.999e-5
0.292, 5.032e-5
0.296, 5.067e-5
0.300, 5.104e-5
0.304, 5.142e-5
0.308, 5.180e-5
0.312, 5.216e-5
0.316, 5.251e-5
0.320, 5.279e-5
0.324, 5.296e-5
0.328, 5.307e-5
0.332, 5.304e-5
0.336, 5.289e-5
0.340, 5.259e-5
0.344, 5.214e-5
0.348, 5.157e-5
0.352, 5.088e-5
0.356, 5.010e-5
0.360, 4.928e-5
0.364, 4.845e-5
0.368, 4.761e-5
0.372, 4.680e-5
0.376, 4.604e-5
0.380, 4.533e-5
0.384, 4.469e-5
0.388, 4.406e-5
0.392, 4.355e-5
0.396, 4.286e-5
0.400, 4.259e-5
0.404, 4.213e-5
0.408, 4.177e-5
0.412, 4.142e-5
0.416, 4.101e-5
0.420, 4.066e-5
0.424, 4.031e-5
0.428, 4.001e-5
0.432, 3.970e-5
0.436, 3.945e-5
0.440, 3.912e-5
0.444, 3.885e-5
0.448, 3.847e-5
0.452, 3.829e-5
0.456, 3.814e-5
0.460, 3.792e-5
0.464, 3.771e-5
0.468, 3.755e-5
0.472, 3.737e-5
0.476, 3.723e-5
0.480, 3.712e-5
0.484, 3.699e-5
0.488, 3.689e-5
0.492, 3.680e-5
0.496, 3.672e-5
0.500, 3.664e-5
