July 4, 2022   11:22:32
Differential Pulse Voltammetry
File: c:\users\weigao\desktop\sam\dopamine\2022-07-03 deposition amount\apba 12 seg 100 um da ser - 0 min.txt
Data Source:  Experiment
Instrument Model:  CHI840D
Header: 
Note: 

Init E (V) = 0
Final E (V) = 0.5
Incr E (V) = 0.004
Amplitude (V) = 0.05
Pulse Width (sec) = 0.05
Pulse Period (sec) = 0.5
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-5

Ep = 0.332V
Eh = 0.308V
Ehw = 0.064V
ip = 4.112e-6A
Ap = 2.734e-7VA

Potential/V, Current/A

0.004, 6.731e-5
0.008, 6.670e-5
0.012, 6.618e-5
0.016, 6.569e-5
0.020, 6.522e-5
0.024, 6.484e-5
0.028, 6.442e-5
0.032, 6.409e-5
0.036, 6.372e-5
0.040, 6.335e-5
0.044, 6.299e-5
0.048, 6.284e-5
0.052, 6.234e-5
0.056, 6.193e-5
0.060, 6.160e-5
0.064, 6.119e-5
0.068, 6.078e-5
0.072, 6.037e-5
0.076, 5.993e-5
0.080, 5.949e-5
0.084, 5.902e-5
0.088, 5.851e-5
0.092, 5.801e-5
0.096, 5.751e-5
0.100, 5.695e-5
0.104, 5.639e-5
0.108, 5.582e-5
0.112, 5.523e-5
0.116, 5.468e-5
0.120, 5.407e-5
0.124, 5.344e-5
0.128, 5.283e-5
0.132, 5.220e-5
0.136, 5.161e-5
0.140, 5.096e-5
0.144, 5.032e-5
0.148, 4.972e-5
0.152, 4.909e-5
0.156, 4.847e-5
0.160, 4.788e-5
0.164, 4.717e-5
0.168, 4.666e-5
0.172, 4.601e-5
0.176, 4.546e-5
0.180, 4.488e-5
0.184, 4.429e-5
0.188, 4.375e-5
0.192, 4.320e-5
0.196, 4.266e-5
0.200, 4.214e-5
0.204, 4.162e-5
0.208, 4.108e-5
0.212, 4.069e-5
0.216, 4.018e-5
0.220, 3.976e-5
0.224, 3.934e-5
0.228, 3.892e-5
0.232, 3.853e-5
0.236, 3.817e-5
0.240, 3.783e-5
0.244, 3.749e-5
0.248, 3.719e-5
0.252, 3.691e-5
0.256, 3.667e-5
0.260, 3.643e-5
0.264, 3.626e-5
0.268, 3.612e-5
0.272, 3.600e-5
0.276, 3.593e-5
0.280, 3.591e-5
0.284, 3.595e-5
0.288, 3.600e-5
0.292, 3.609e-5
0.296, 3.625e-5
0.300, 3.645e-5
0.304, 3.666e-5
0.308, 3.689e-5
0.312, 3.713e-5
0.316, 3.738e-5
0.320, 3.759e-5
0.324, 3.776e-5
0.328, 3.789e-5
0.332, 3.795e-5
0.336, 3.793e-5
0.340, 3.782e-5
0.344, 3.760e-5
0.348, 3.732e-5
0.352, 3.692e-5
0.356, 3.649e-5
0.360, 3.600e-5
0.364, 3.548e-5
0.368, 3.494e-5
0.372, 3.439e-5
0.376, 3.385e-5
0.380, 3.336e-5
0.384, 3.289e-5
0.388, 3.245e-5
0.392, 3.204e-5
0.396, 3.168e-5
0.400, 3.135e-5
0.404, 3.102e-5
0.408, 3.068e-5
0.412, 3.049e-5
0.416, 3.024e-5
0.420, 2.993e-5
0.424, 2.980e-5
0.428, 2.963e-5
0.432, 2.948e-5
0.436, 2.931e-5
0.440, 2.918e-5
0.444, 2.908e-5
0.448, 2.894e-5
0.452, 2.885e-5
0.456, 2.877e-5
0.460, 2.871e-5
0.464, 2.866e-5
0.468, 2.857e-5
0.472, 2.860e-5
0.476, 2.858e-5
0.480, 2.857e-5
0.484, 2.858e-5
0.488, 2.860e-5
0.492, 2.863e-5
0.496, 2.853e-5
0.500, 2.870e-5
