Sept. 28, 2023   14:29:18
Square Wave Voltammetry
File: c:\users\biose\documents\heatherl\epbp\09282023\frequencyscan\40_0_2.txt
Data Source:  Experiment
Instrument Model:  CHI1040C
Header: 
Note: 

Init E (V) = 0
Final E (V) = -0.7
Incr E (V) = 0.004
Amplitude (V) = 0.05
Frequency (Hz) = 40
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-5

E2 Scan On
Sens 2 = 1e-005

Results:

Channel 1:
Difference:

Forward:

Reverse:

Channel 2:
Difference:

Forward:

Reverse:

Potential/V, i1d/A, i1f/A, i1r/A, i2d/A, i2f/A, i2r/A

-0.004, 2.388e-6, 6.033e-7, -1.785e-6, 2.665e-6, 6.713e-7, -1.993e-6
-0.008, 2.909e-6, 1.302e-6, -1.608e-6, 3.262e-6, 1.467e-6, -1.794e-6
-0.012, 2.857e-6, 1.338e-6, -1.518e-6, 3.210e-6, 1.507e-6, -1.702e-6
-0.016, 2.802e-6, 1.342e-6, -1.460e-6, 3.150e-6, 1.515e-6, -1.635e-6
-0.020, 2.732e-6, 1.332e-6, -1.399e-6, 3.077e-6, 1.503e-6, -1.574e-6
-0.024, 2.683e-6, 1.325e-6, -1.358e-6, 3.022e-6, 1.499e-6, -1.524e-6
-0.028, 2.617e-6, 1.309e-6, -1.308e-6, 2.955e-6, 1.481e-6, -1.474e-6
-0.032, 2.572e-6, 1.299e-6, -1.273e-6, 2.903e-6, 1.472e-6, -1.432e-6
-0.036, 2.514e-6, 1.284e-6, -1.230e-6, 2.843e-6, 1.454e-6, -1.390e-6
-0.040, 2.474e-6, 1.274e-6, -1.200e-6, 2.798e-6, 1.445e-6, -1.352e-6
-0.044, 2.422e-6, 1.260e-6, -1.163e-6, 2.744e-6, 1.429e-6, -1.316e-6
-0.048, 2.389e-6, 1.251e-6, -1.137e-6, 2.705e-6, 1.422e-6, -1.284e-6
-0.052, 2.339e-6, 1.236e-6, -1.103e-6, 2.655e-6, 1.404e-6, -1.250e-6
-0.056, 2.312e-6, 1.230e-6, -1.082e-6, 2.622e-6, 1.399e-6, -1.223e-6
-0.060, 2.268e-6, 1.216e-6, -1.052e-6, 2.577e-6, 1.383e-6, -1.193e-6
-0.064, 2.245e-6, 1.211e-6, -1.034e-6, 2.547e-6, 1.378e-6, -1.169e-6
-0.068, 2.206e-6, 1.198e-6, -1.007e-6, 2.508e-6, 1.364e-6, -1.144e-6
-0.072, 2.184e-6, 1.194e-6, -9.904e-7, 2.481e-6, 1.360e-6, -1.121e-6
-0.076, 2.150e-6, 1.182e-6, -9.675e-7, 2.446e-6, 1.346e-6, -1.100e-6
-0.080, 2.134e-6, 1.179e-6, -9.551e-7, 2.424e-6, 1.343e-6, -1.081e-6
-0.084, 2.101e-6, 1.169e-6, -9.319e-7, 2.390e-6, 1.330e-6, -1.060e-6
-0.088, 2.089e-6, 1.167e-6, -9.215e-7, 2.371e-6, 1.329e-6, -1.042e-6
-0.092, 2.058e-6, 1.157e-6, -9.005e-7, 2.340e-6, 1.316e-6, -1.024e-6
-0.096, 2.048e-6, 1.156e-6, -8.917e-7, 2.325e-6, 1.316e-6, -1.009e-6
-0.100, 2.021e-6, 1.149e-6, -8.722e-7, 2.297e-6, 1.306e-6, -9.906e-7
-0.104, 2.014e-6, 1.149e-6, -8.648e-7, 2.284e-6, 1.306e-6, -9.776e-7
-0.108, 1.988e-6, 1.142e-6, -8.469e-7, 2.258e-6, 1.296e-6, -9.614e-7
-0.112, 1.983e-6, 1.142e-6, -8.412e-7, 2.246e-6, 1.296e-6, -9.494e-7
-0.116, 1.961e-6, 1.135e-6, -8.260e-7, 2.222e-6, 1.286e-6, -9.358e-7
-0.120, 1.959e-6, 1.139e-6, -8.209e-7, 2.214e-6, 1.289e-6, -9.243e-7
-0.124, 1.938e-6, 1.132e-6, -8.052e-7, 2.192e-6, 1.281e-6, -9.114e-7
-0.128, 1.937e-6, 1.136e-6, -8.016e-7, 2.184e-6, 1.283e-6, -9.012e-7
-0.132, 1.919e-6, 1.131e-6, -7.878e-7, 2.165e-6, 1.276e-6, -8.899e-7
-0.136, 1.921e-6, 1.136e-6, -7.856e-7, 2.161e-6, 1.279e-6, -8.814e-7
-0.140, 1.906e-6, 1.133e-6, -7.726e-7, 2.143e-6, 1.273e-6, -8.703e-7
-0.144, 1.907e-6, 1.137e-6, -7.696e-7, 2.137e-6, 1.276e-6, -8.608e-7
-0.148, 1.894e-6, 1.136e-6, -7.582e-7, 2.122e-6, 1.271e-6, -8.513e-7
-0.152, 1.899e-6, 1.142e-6, -7.568e-7, 2.120e-6, 1.276e-6, -8.436e-7
-0.156, 1.886e-6, 1.141e-6, -7.456e-7, 2.105e-6, 1.271e-6, -8.343e-7
-0.160, 1.891e-6, 1.147e-6, -7.445e-7, 2.102e-6, 1.276e-6, -8.267e-7
-0.164, 1.883e-6, 1.148e-6, -7.349e-7, 2.091e-6, 1.273e-6, -8.187e-7
-0.168, 1.890e-6, 1.156e-6, -7.342e-7, 2.089e-6, 1.277e-6, -8.119e-7
-0.172, 1.882e-6, 1.158e-6, -7.241e-7, 2.079e-6, 1.276e-6, -8.035e-7
-0.176, 1.891e-6, 1.167e-6, -7.248e-7, 2.079e-6, 1.282e-6, -7.971e-7
-0.180, 1.885e-6, 1.170e-6, -7.149e-7, 2.070e-6, 1.281e-6, -7.892e-7
-0.184, 1.896e-6, 1.181e-6, -7.156e-7, 2.073e-6, 1.290e-6, -7.836e-7
-0.188, 1.890e-6, 1.185e-6, -7.052e-7, 2.063e-6, 1.288e-6, -7.751e-7
-0.192, 1.905e-6, 1.198e-6, -7.071e-7, 2.068e-6, 1.298e-6, -7.703e-7
-0.196, 1.902e-6, 1.204e-6, -6.981e-7, 2.061e-6, 1.298e-6, -7.630e-7
-0.200, 1.916e-6, 1.217e-6, -6.995e-7, 2.066e-6, 1.308e-6, -7.581e-7
-0.204, 1.914e-6, 1.224e-6, -6.900e-7, 2.059e-6, 1.309e-6, -7.498e-7
-0.208, 1.931e-6, 1.240e-6, -6.909e-7, 2.066e-6, 1.322e-6, -7.446e-7
-0.212, 1.930e-6, 1.248e-6, -6.818e-7, 2.060e-6, 1.323e-6, -7.371e-7
-0.216, 1.948e-6, 1.266e-6, -6.825e-7, 2.068e-6, 1.337e-6, -7.311e-7
-0.220, 1.950e-6, 1.276e-6, -6.737e-7, 2.065e-6, 1.341e-6, -7.242e-7
-0.224, 1.969e-6, 1.294e-6, -6.743e-7, 2.073e-6, 1.354e-6, -7.189e-7
-0.228, 1.972e-6, 1.307e-6, -6.655e-7, 2.071e-6, 1.359e-6, -7.115e-7
-0.232, 1.991e-6, 1.326e-6, -6.648e-7, 2.079e-6, 1.374e-6, -7.044e-7
-0.236, 1.996e-6, 1.340e-6, -6.559e-7, 2.078e-6, 1.381e-6, -6.972e-7
-0.240, 2.016e-6, 1.361e-6, -6.550e-7, 2.088e-6, 1.398e-6, -6.903e-7
-0.244, 2.021e-6, 1.375e-6, -6.454e-7, 2.087e-6, 1.405e-6, -6.825e-7
-0.248, 2.042e-6, 1.397e-6, -6.449e-7, 2.097e-6, 1.422e-6, -6.755e-7
-0.252, 2.045e-6, 1.411e-6, -6.336e-7, 2.096e-6, 1.430e-6, -6.665e-7
-0.256, 2.067e-6, 1.435e-6, -6.323e-7, 2.108e-6, 1.449e-6, -6.591e-7
-0.260, 2.070e-6, 1.449e-6, -6.203e-7, 2.107e-6, 1.457e-6, -6.496e-7
-0.264, 2.091e-6, 1.473e-6, -6.184e-7, 2.120e-6, 1.477e-6, -6.420e-7
-0.268, 2.095e-6, 1.489e-6, -6.061e-7, 2.119e-6, 1.488e-6, -6.315e-7
-0.272, 2.115e-6, 1.512e-6, -6.022e-7, 2.132e-6, 1.509e-6, -6.228e-7
-0.276, 2.116e-6, 1.529e-6, -5.875e-7, 2.131e-6, 1.520e-6, -6.111e-7
-0.280, 2.136e-6, 1.553e-6, -5.829e-7, 2.143e-6, 1.542e-6, -6.016e-7
-0.284, 2.135e-6, 1.568e-6, -5.673e-7, 2.144e-6, 1.554e-6, -5.894e-7
-0.288, 2.152e-6, 1.592e-6, -5.604e-7, 2.154e-6, 1.576e-6, -5.778e-7
-0.292, 2.150e-6, 1.608e-6, -5.426e-7, 2.154e-6, 1.589e-6, -5.648e-7
-0.296, 2.166e-6, 1.633e-6, -5.334e-7, 2.165e-6, 1.614e-6, -5.513e-7
-0.300, 2.164e-6, 1.649e-6, -5.145e-7, 2.167e-6, 1.629e-6, -5.382e-7
-0.304, 2.178e-6, 1.674e-6, -5.032e-7, 2.177e-6, 1.654e-6, -5.235e-7
-0.308, 2.174e-6, 1.691e-6, -4.831e-7, 2.178e-6, 1.669e-6, -5.085e-7
-0.312, 2.187e-6, 1.717e-6, -4.704e-7, 2.190e-6, 1.696e-6, -4.942e-7
-0.316, 2.181e-6, 1.734e-6, -4.477e-7, 2.190e-6, 1.712e-6, -4.779e-7
-0.320, 2.191e-6, 1.759e-6, -4.323e-7, 2.201e-6, 1.739e-6, -4.618e-7
-0.324, 2.185e-6, 1.777e-6, -4.084e-7, 2.202e-6, 1.758e-6, -4.440e-7
-0.328, 2.195e-6, 1.803e-6, -3.917e-7, 2.212e-6, 1.785e-6, -4.264e-7
-0.332, 2.187e-6, 1.821e-6, -3.657e-7, 2.213e-6, 1.804e-6, -4.089e-7
-0.336, 2.198e-6, 1.850e-6, -3.480e-7, 2.225e-6, 1.834e-6, -3.906e-7
-0.340, 2.190e-6, 1.869e-6, -3.211e-7, 2.225e-6, 1.854e-6, -3.717e-7
-0.344, 2.200e-6, 1.897e-6, -3.027e-7, 2.237e-6, 1.884e-6, -3.528e-7
-0.348, 2.192e-6, 1.917e-6, -2.748e-7, 2.238e-6, 1.905e-6, -3.330e-7
-0.352, 2.199e-6, 1.945e-6, -2.541e-7, 2.248e-6, 1.936e-6, -3.125e-7
-0.356, 2.194e-6, 1.967e-6, -2.268e-7, 2.252e-6, 1.958e-6, -2.938e-7
-0.360, 2.203e-6, 1.997e-6, -2.061e-7, 2.263e-6, 1.990e-6, -2.723e-7
-0.364, 2.195e-6, 2.018e-6, -1.768e-7, 2.263e-6, 2.012e-6, -2.509e-7
-0.368, 2.204e-6, 2.049e-6, -1.551e-7, 2.274e-6, 2.045e-6, -2.292e-7
-0.372, 2.197e-6, 2.071e-6, -1.258e-7, 2.276e-6, 2.068e-6, -2.079e-7
-0.376, 2.205e-6, 2.102e-6, -1.038e-7, 2.285e-6, 2.101e-6, -1.844e-7
-0.380, 2.199e-6, 2.124e-6, -7.460e-8, 2.287e-6, 2.123e-6, -1.633e-7
-0.384, 2.209e-6, 2.156e-6, -5.338e-8, 2.298e-6, 2.157e-6, -1.405e-7
-0.388, 2.202e-6, 2.179e-6, -2.267e-8, 2.298e-6, 2.181e-6, -1.172e-7
-0.392, 2.213e-6, 2.212e-6, -1.022e-9, 2.309e-6, 2.215e-6, -9.414e-8
-0.396, 2.206e-6, 2.235e-6, 2.891e-8, 2.309e-6, 2.239e-6, -7.072e-8
-0.400, 2.217e-6, 2.267e-6, 5.071e-8, 2.320e-6, 2.272e-6, -4.712e-8
-0.404, 2.210e-6, 2.291e-6, 8.116e-8, 2.320e-6, 2.296e-6, -2.369e-8
-0.408, 2.220e-6, 2.324e-6, 1.042e-7, 2.329e-6, 2.331e-6, 1.439e-9
-0.412, 2.213e-6, 2.347e-6, 1.333e-7, 2.329e-6, 2.354e-6, 2.439e-8
-0.416, 2.224e-6, 2.380e-6, 1.558e-7, 2.338e-6, 2.388e-6, 4.968e-8
-0.420, 2.220e-6, 2.405e-6, 1.854e-7, 2.340e-6, 2.413e-6, 7.302e-8
-0.424, 2.230e-6, 2.438e-6, 2.073e-7, 2.349e-6, 2.447e-6, 9.740e-8
-0.428, 2.222e-6, 2.460e-6, 2.380e-7, 2.347e-6, 2.469e-6, 1.222e-7
-0.432, 2.233e-6, 2.493e-6, 2.605e-7, 2.355e-6, 2.504e-6, 1.481e-7
-0.436, 2.226e-6, 2.516e-6, 2.903e-7, 2.354e-6, 2.526e-6, 1.724e-7
-0.440, 2.236e-6, 2.548e-6, 3.125e-7, 2.362e-6, 2.559e-6, 1.977e-7
-0.444, 2.230e-6, 2.573e-6, 3.425e-7, 2.362e-6, 2.584e-6, 2.218e-7
-0.448, 2.240e-6, 2.605e-6, 3.648e-7, 2.369e-6, 2.617e-6, 2.478e-7
-0.452, 2.234e-6, 2.628e-6, 3.940e-7, 2.368e-6, 2.640e-6, 2.715e-7
