Sept. 28, 2023   15:06:16
Square Wave Voltammetry
File: 40_100_.bin
Data Source:  Experiment
Instrument Model:  CHI1040C
Header: 
Note: 

Init E (V) = 0
Final E (V) = -0.7
Incr E (V) = 0.004
Amplitude (V) = 0.05
Frequency (Hz) = 40
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-5

E2 Scan On
Sens 2 = 1e-005

Results:

Channel 1:
Difference:

Forward:

Reverse:

Channel 2:
Difference:

Forward:

Reverse:

Potential/V, i1d/A, i1f/A, i1r/A, i2d/A, i2f/A, i2r/A

-0.004, 2.192e-6, 5.240e-7, -1.668e-6, 2.522e-6, 5.828e-7, -1.939e-6
-0.008, 2.653e-6, 1.160e-6, -1.494e-6, 3.066e-6, 1.331e-6, -1.735e-6
-0.012, 2.587e-6, 1.180e-6, -1.406e-6, 2.999e-6, 1.357e-6, -1.641e-6
-0.016, 2.522e-6, 1.180e-6, -1.342e-6, 2.914e-6, 1.353e-6, -1.560e-6
-0.020, 2.440e-6, 1.159e-6, -1.281e-6, 2.830e-6, 1.333e-6, -1.497e-6
-0.024, 2.382e-6, 1.150e-6, -1.232e-6, 2.753e-6, 1.319e-6, -1.433e-6
-0.028, 2.307e-6, 1.126e-6, -1.181e-6, 2.677e-6, 1.297e-6, -1.381e-6
-0.032, 2.255e-6, 1.116e-6, -1.140e-6, 2.608e-6, 1.281e-6, -1.327e-6
-0.036, 2.188e-6, 1.092e-6, -1.097e-6, 2.539e-6, 1.257e-6, -1.282e-6
-0.040, 2.143e-6, 1.083e-6, -1.060e-6, 2.478e-6, 1.244e-6, -1.235e-6
-0.044, 2.083e-6, 1.060e-6, -1.023e-6, 2.417e-6, 1.221e-6, -1.196e-6
-0.048, 2.045e-6, 1.053e-6, -9.921e-7, 2.365e-6, 1.209e-6, -1.155e-6
-0.052, 1.989e-6, 1.030e-6, -9.589e-7, 2.310e-6, 1.188e-6, -1.122e-6
-0.056, 1.957e-6, 1.025e-6, -9.321e-7, 2.264e-6, 1.178e-6, -1.085e-6
-0.060, 1.907e-6, 1.004e-6, -9.031e-7, 2.214e-6, 1.158e-6, -1.056e-6
-0.064, 1.878e-6, 9.988e-7, -8.796e-7, 2.172e-6, 1.148e-6, -1.024e-6
-0.068, 1.835e-6, 9.808e-7, -8.540e-7, 2.129e-6, 1.131e-6, -9.982e-7
-0.072, 1.812e-6, 9.773e-7, -8.345e-7, 2.094e-6, 1.124e-6, -9.706e-7
-0.076, 1.774e-6, 9.619e-7, -8.122e-7, 2.058e-6, 1.109e-6, -9.491e-7
-0.080, 1.753e-6, 9.590e-7, -7.942e-7, 2.025e-6, 1.102e-6, -9.232e-7
-0.084, 1.717e-6, 9.437e-7, -7.737e-7, 1.992e-6, 1.088e-6, -9.037e-7
-0.088, 1.701e-6, 9.424e-7, -7.584e-7, 1.963e-6, 1.082e-6, -8.812e-7
-0.092, 1.670e-6, 9.289e-7, -7.410e-7, 1.936e-6, 1.070e-6, -8.650e-7
-0.096, 1.655e-6, 9.285e-7, -7.266e-7, 1.908e-6, 1.065e-6, -8.425e-7
-0.100, 1.628e-6, 9.163e-7, -7.118e-7, 1.884e-6, 1.055e-6, -8.291e-7
-0.104, 1.618e-6, 9.185e-7, -6.994e-7, 1.861e-6, 1.051e-6, -8.097e-7
-0.108, 1.592e-6, 9.057e-7, -6.866e-7, 1.839e-6, 1.040e-6, -7.981e-7
-0.112, 1.585e-6, 9.100e-7, -6.750e-7, 1.820e-6, 1.040e-6, -7.800e-7
-0.116, 1.562e-6, 8.984e-7, -6.639e-7, 1.800e-6, 1.030e-6, -7.706e-7
-0.120, 1.558e-6, 9.028e-7, -6.548e-7, 1.785e-6, 1.030e-6, -7.545e-7
-0.124, 1.537e-6, 8.926e-7, -6.445e-7, 1.767e-6, 1.021e-6, -7.460e-7
-0.128, 1.533e-6, 8.977e-7, -6.358e-7, 1.752e-6, 1.021e-6, -7.310e-7
-0.132, 1.516e-6, 8.891e-7, -6.265e-7, 1.738e-6, 1.014e-6, -7.240e-7
-0.136, 1.516e-6, 8.962e-7, -6.202e-7, 1.727e-6, 1.016e-6, -7.108e-7
-0.140, 1.500e-6, 8.881e-7, -6.120e-7, 1.713e-6, 1.009e-6, -7.038e-7
-0.144, 1.501e-6, 8.956e-7, -6.057e-7, 1.703e-6, 1.012e-6, -6.914e-7
-0.148, 1.489e-6, 8.901e-7, -5.985e-7, 1.693e-6, 1.007e-6, -6.859e-7
-0.152, 1.492e-6, 8.981e-7, -5.940e-7, 1.685e-6, 1.010e-6, -6.752e-7
-0.156, 1.481e-6, 8.934e-7, -5.872e-7, 1.676e-6, 1.006e-6, -6.703e-7
-0.160, 1.487e-6, 9.035e-7, -5.836e-7, 1.671e-6, 1.010e-6, -6.608e-7
-0.164, 1.477e-6, 8.992e-7, -5.778e-7, 1.663e-6, 1.007e-6, -6.564e-7
-0.168, 1.484e-6, 9.099e-7, -5.742e-7, 1.658e-6, 1.012e-6, -6.461e-7
-0.172, 1.476e-6, 9.066e-7, -5.695e-7, 1.653e-6, 1.009e-6, -6.434e-7
-0.176, 1.487e-6, 9.196e-7, -5.670e-7, 1.651e-6, 1.016e-6, -6.350e-7
-0.180, 1.481e-6, 9.180e-7, -5.627e-7, 1.647e-6, 1.015e-6, -6.318e-7
-0.184, 1.490e-6, 9.308e-7, -5.596e-7, 1.645e-6, 1.021e-6, -6.232e-7
-0.188, 1.488e-6, 9.314e-7, -5.569e-7, 1.643e-6, 1.022e-6, -6.211e-7
-0.192, 1.500e-6, 9.455e-7, -5.544e-7, 1.642e-6, 1.029e-6, -6.132e-7
-0.196, 1.499e-6, 9.475e-7, -5.514e-7, 1.642e-6, 1.030e-6, -6.118e-7
-0.200, 1.513e-6, 9.637e-7, -5.496e-7, 1.643e-6, 1.039e-6, -6.037e-7
-0.204, 1.513e-6, 9.652e-7, -5.474e-7, 1.642e-6, 1.040e-6, -6.025e-7
-0.208, 1.529e-6, 9.826e-7, -5.460e-7, 1.646e-6, 1.050e-6, -5.957e-7
-0.212, 1.530e-6, 9.857e-7, -5.441e-7, 1.647e-6, 1.053e-6, -5.948e-7
-0.216, 1.548e-6, 1.005e-6, -5.430e-7, 1.650e-6, 1.063e-6, -5.873e-7
