Sept. 28, 2023   14:57:39
Square Wave Voltammetry
File: 90_10_.bin
Data Source:  Experiment
Instrument Model:  CHI1040C
Header: 
Note: 

Init E (V) = 0
Final E (V) = -0.7
Incr E (V) = 0.004
Amplitude (V) = 0.05
Frequency (Hz) = 90
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-5

E2 Scan On
Sens 2 = 1e-005

Results:

Channel 1:
Difference:

Forward:

Reverse:

Channel 2:
Difference:

Forward:

Reverse:

Potential/V, i1d/A, i1f/A, i1r/A, i2d/A, i2f/A, i2r/A

-0.004, 5.784e-6, 1.149e-6, -4.635e-6, 7.115e-6, 1.352e-6, -5.763e-6
-0.008, 7.788e-6, 3.547e-6, -4.240e-6, 9.829e-6, 4.535e-6, -5.294e-6
-0.012, 7.629e-6, 3.585e-6, -4.044e-6, 9.655e-6, 4.577e-6, -5.078e-6
-0.016, 7.420e-6, 3.537e-6, -3.883e-6, 9.415e-6, 4.524e-6, -4.892e-6
-0.020, 7.229e-6, 3.481e-6, -3.748e-6, 9.184e-6, 4.450e-6, -4.734e-6
-0.024, 7.047e-6, 3.428e-6, -3.619e-6, 8.980e-6, 4.388e-6, -4.592e-6
-0.028, 6.861e-6, 3.364e-6, -3.496e-6, 8.768e-6, 4.318e-6, -4.450e-6
-0.032, 6.700e-6, 3.309e-6, -3.391e-6, 8.570e-6, 4.245e-6, -4.325e-6
-0.036, 6.547e-6, 3.261e-6, -3.287e-6, 8.401e-6, 4.189e-6, -4.212e-6
-0.040, 6.390e-6, 3.205e-6, -3.185e-6, 8.217e-6, 4.127e-6, -4.090e-6
-0.044, 6.255e-6, 3.155e-6, -3.100e-6, 8.052e-6, 4.062e-6, -3.990e-6
-0.048, 6.130e-6, 3.116e-6, -3.014e-6, 7.910e-6, 4.015e-6, -3.895e-6
-0.052, 5.998e-6, 3.067e-6, -2.931e-6, 7.758e-6, 3.962e-6, -3.796e-6
-0.056, 5.888e-6, 3.026e-6, -2.861e-6, 7.616e-6, 3.906e-6, -3.711e-6
-0.060, 5.790e-6, 2.996e-6, -2.794e-6, 7.508e-6, 3.871e-6, -3.637e-6
-0.064, 5.677e-6, 2.956e-6, -2.721e-6, 7.376e-6, 3.825e-6, -3.552e-6
-0.068, 5.592e-6, 2.925e-6, -2.667e-6, 7.264e-6, 3.780e-6, -3.484e-6
-0.072, 5.510e-6, 2.901e-6, -2.609e-6, 7.170e-6, 3.751e-6, -3.419e-6
-0.076, 5.424e-6, 2.869e-6, -2.554e-6, 7.072e-6, 3.717e-6, -3.355e-6
-0.080, 5.351e-6, 2.844e-6, -2.507e-6, 6.973e-6, 3.679e-6, -3.294e-6
-0.084, 5.285e-6, 2.826e-6, -2.459e-6, 6.899e-6, 3.657e-6, -3.242e-6
-0.088, 5.218e-6, 2.802e-6, -2.415e-6, 6.816e-6, 3.628e-6, -3.187e-6
-0.092, 5.161e-6, 2.782e-6, -2.379e-6, 6.736e-6, 3.597e-6, -3.139e-6
-0.096, 5.108e-6, 2.769e-6, -2.340e-6, 6.678e-6, 3.580e-6, -3.098e-6
-0.100, 5.050e-6, 2.750e-6, -2.300e-6, 6.608e-6, 3.559e-6, -3.049e-6
-0.104, 5.010e-6, 2.735e-6, -2.275e-6, 6.545e-6, 3.534e-6, -3.012e-6
-0.108, 4.973e-6, 2.730e-6, -2.243e-6, 6.501e-6, 3.523e-6, -2.978e-6
-0.112, 4.925e-6, 2.715e-6, -2.209e-6, 6.441e-6, 3.506e-6, -2.935e-6
-0.116, 4.900e-6, 2.708e-6, -2.192e-6, 6.393e-6, 3.485e-6, -2.908e-6
-0.120, 4.872e-6, 2.707e-6, -2.166e-6, 6.360e-6, 3.481e-6, -2.879e-6
-0.124, 4.836e-6, 2.696e-6, -2.140e-6, 6.314e-6, 3.468e-6, -2.846e-6
-0.128, 4.821e-6, 2.694e-6, -2.127e-6, 6.276e-6, 3.453e-6, -2.823e-6
-0.132, 4.805e-6, 2.698e-6, -2.106e-6, 6.255e-6, 3.454e-6, -2.801e-6
-0.136, 4.774e-6, 2.690e-6, -2.084e-6, 6.213e-6, 3.443e-6, -2.770e-6
-0.140, 4.771e-6, 2.694e-6, -2.077e-6, 6.188e-6, 3.436e-6, -2.752e-6
-0.144, 4.764e-6, 2.702e-6, -2.062e-6, 6.177e-6, 3.439e-6, -2.738e-6
-0.148, 4.747e-6, 2.701e-6, -2.046e-6, 6.149e-6, 3.434e-6, -2.715e-6
-0.152, 4.748e-6, 2.708e-6, -2.040e-6, 6.126e-6, 3.429e-6, -2.697e-6
-0.156, 4.750e-6, 2.719e-6, -2.031e-6, 6.124e-6, 3.436e-6, -2.688e-6
-0.160, 4.737e-6, 2.720e-6, -2.017e-6, 6.100e-6, 3.434e-6, -2.666e-6
-0.164, 4.751e-6, 2.733e-6, -2.017e-6, 6.090e-6, 3.435e-6, -2.655e-6
-0.168, 4.755e-6, 2.747e-6, -2.008e-6, 6.089e-6, 3.443e-6, -2.647e-6
-0.172, 4.754e-6, 2.754e-6, -2.000e-6, 6.076e-6, 3.446e-6, -2.630e-6
-0.176, 4.772e-6, 2.769e-6, -2.003e-6, 6.071e-6, 3.448e-6, -2.623e-6
-0.180, 4.791e-6, 2.791e-6, -2.000e-6, 6.081e-6, 3.462e-6, -2.619e-6
-0.184, 4.795e-6, 2.801e-6, -1.994e-6, 6.074e-6, 3.469e-6, -2.605e-6
