Sept. 28, 2023   15:13:54
Square Wave Voltammetry
File: 90_100_
Data Source:  Experiment
Instrument Model:  CHI1040C
Header: 
Note: 

Init E (V) = 0
Final E (V) = -0.7
Incr E (V) = 0.004
Amplitude (V) = 0.05
Frequency (Hz) = 90
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-5

E2 Scan On
Sens 2 = 1e-005

Results:

Channel 1:
Difference:

Forward:

Reverse:

Channel 2:
Difference:

Forward:

Reverse:

Potential/V, i1d/A, i1f/A, i1r/A, i2d/A, i2f/A, i2r/A

-0.004, 5.837e-6, 1.137e-6, -4.700e-6, 6.972e-6, 1.308e-6, -5.664e-6
-0.008, 7.808e-6, 3.523e-6, -4.285e-6, 9.511e-6, 4.324e-6, -5.188e-6
-0.012, 7.623e-6, 3.545e-6, -4.079e-6, 9.305e-6, 4.352e-6, -4.952e-6
-0.016, 7.421e-6, 3.496e-6, -3.925e-6, 9.059e-6, 4.287e-6, -4.772e-6
-0.020, 7.216e-6, 3.444e-6, -3.773e-6, 8.829e-6, 4.225e-6, -4.604e-6
-0.024, 7.003e-6, 3.372e-6, -3.631e-6, 8.589e-6, 4.146e-6, -4.443e-6
-0.028, 6.825e-6, 3.312e-6, -3.513e-6, 8.374e-6, 4.072e-6, -4.301e-6
-0.032, 6.651e-6, 3.257e-6, -3.394e-6, 8.177e-6, 4.006e-6, -4.170e-6
-0.036, 6.471e-6, 3.192e-6, -3.279e-6, 7.972e-6, 3.935e-6, -4.037e-6
-0.040, 6.324e-6, 3.138e-6, -3.186e-6, 7.793e-6, 3.868e-6, -3.925e-6
-0.044, 6.177e-6, 3.092e-6, -3.084e-6, 7.626e-6, 3.813e-6, -3.813e-6
-0.048, 6.021e-6, 3.032e-6, -2.989e-6, 7.450e-6, 3.747e-6, -3.704e-6
-0.052, 5.903e-6, 2.990e-6, -2.913e-6, 7.303e-6, 3.693e-6, -3.611e-6
-0.056, 5.785e-6, 2.952e-6, -2.833e-6, 7.169e-6, 3.648e-6, -3.521e-6
-0.060, 5.652e-6, 2.902e-6, -2.750e-6, 7.018e-6, 3.592e-6, -3.426e-6
-0.064, 5.560e-6, 2.868e-6, -2.692e-6, 6.897e-6, 3.544e-6, -3.353e-6
-0.068, 5.463e-6, 2.839e-6, -2.624e-6, 6.792e-6, 3.512e-6, -3.280e-6
-0.072, 5.353e-6, 2.795e-6, -2.558e-6, 6.666e-6, 3.463e-6, -3.203e-6
-0.076, 5.277e-6, 2.769e-6, -2.508e-6, 6.565e-6, 3.426e-6, -3.138e-6
-0.080, 5.195e-6, 2.744e-6, -2.451e-6, 6.474e-6, 3.396e-6, -3.078e-6
-0.084, 5.107e-6, 2.712e-6, -2.395e-6, 6.371e-6, 3.359e-6, -3.011e-6
-0.088, 5.047e-6, 2.687e-6, -2.359e-6, 6.288e-6, 3.325e-6, -2.963e-6
-0.092, 4.984e-6, 2.674e-6, -2.311e-6, 6.217e-6, 3.306e-6, -2.911e-6
-0.096, 4.911e-6, 2.645e-6, -2.266e-6, 6.134e-6, 3.275e-6, -2.859e-6
-0.100, 4.861e-6, 2.629e-6, -2.232e-6, 6.064e-6, 3.250e-6, -2.814e-6
