Sept. 28, 2023   14:40:53
Square Wave Voltammetry
File: c:\users\biose\documents\heatherl\epbp\09282023\frequencyscan\90_0_5.txt
Data Source:  Experiment
Instrument Model:  CHI1040C
Header: 
Note: 

Init E (V) = 0
Final E (V) = -0.7
Incr E (V) = 0.004
Amplitude (V) = 0.05
Frequency (Hz) = 90
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-5

E2 Scan On
Sens 2 = 1e-005

Results:

Channel 1:
Difference:
Ep = -0.312V
ip = 3.727e-7A
Ap = 4.415e-8VA

Forward:

Reverse:

Channel 2:
Difference:

Forward:

Reverse:

Potential/V, i1d/A, i1f/A, i1r/A, i2d/A, i2f/A, i2r/A

-0.004, 6.837e-6, 1.380e-6, -5.457e-6, 7.694e-6, 1.556e-6, -6.138e-6
-0.008, 9.341e-6, 4.324e-6, -5.017e-6, 1.059e-5, 4.948e-6, -5.645e-6
-0.012, 9.196e-6, 4.388e-6, -4.808e-6, 1.045e-5, 5.021e-6, -5.426e-6
-0.016, 8.971e-6, 4.338e-6, -4.633e-6, 1.022e-5, 4.977e-6, -5.245e-6
-0.020, 8.792e-6, 4.288e-6, -4.504e-6, 1.002e-5, 4.922e-6, -5.102e-6
-0.024, 8.608e-6, 4.245e-6, -4.363e-6, 9.834e-6, 4.876e-6, -4.958e-6
-0.028, 8.410e-6, 4.176e-6, -4.234e-6, 9.636e-6, 4.811e-6, -4.825e-6
-0.032, 8.254e-6, 4.123e-6, -4.131e-6, 9.462e-6, 4.753e-6, -4.709e-6
-0.036, 8.106e-6, 4.081e-6, -4.026e-6, 9.309e-6, 4.706e-6, -4.602e-6
-0.040, 7.937e-6, 4.023e-6, -3.913e-6, 9.135e-6, 4.649e-6, -4.486e-6
-0.044, 7.810e-6, 3.977e-6, -3.833e-6, 8.997e-6, 4.599e-6, -4.398e-6
-0.048, 7.685e-6, 3.943e-6, -3.742e-6, 8.865e-6, 4.561e-6, -4.304e-6
-0.052, 7.541e-6, 3.888e-6, -3.652e-6, 8.719e-6, 4.509e-6, -4.211e-6
-0.056, 7.435e-6, 3.850e-6, -3.585e-6, 8.599e-6, 4.465e-6, -4.134e-6
-0.060, 7.334e-6, 3.821e-6, -3.513e-6, 8.496e-6, 4.434e-6, -4.061e-6
-0.064, 7.212e-6, 3.778e-6, -3.435e-6, 8.371e-6, 4.393e-6, -3.978e-6
-0.068, 7.133e-6, 3.748e-6, -3.385e-6, 8.279e-6, 4.356e-6, -3.923e-6
-0.072, 7.051e-6, 3.729e-6, -3.322e-6, 8.189e-6, 4.334e-6, -3.855e-6
-0.076, 6.946e-6, 3.689e-6, -3.256e-6, 8.085e-6, 4.295e-6, -3.789e-6
-0.080, 6.875e-6, 3.661e-6, -3.213e-6, 8.000e-6, 4.262e-6, -3.738e-6
-0.084, 6.816e-6, 3.652e-6, -3.164e-6, 7.938e-6, 4.249e-6, -3.688e-6
-0.088, 6.722e-6, 3.617e-6, -3.105e-6, 7.843e-6, 4.215e-6, -3.627e-6
