Sept. 28, 2023   14:40:45
Square Wave Voltammetry
File: c:\users\biose\documents\heatherl\epbp\09282023\frequencyscan\90_0_4.txt
Data Source:  Experiment
Instrument Model:  CHI1040C
Header: 
Note: 

Init E (V) = 0
Final E (V) = -0.7
Incr E (V) = 0.004
Amplitude (V) = 0.05
Frequency (Hz) = 90
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-5

E2 Scan On
Sens 2 = 1e-005

Results:

Channel 1:
Difference:
Ep = -0.312V
ip = 3.854e-7A
Ap = 4.807e-8VA

Forward:

Reverse:

Channel 2:
Difference:

Forward:

Reverse:

Potential/V, i1d/A, i1f/A, i1r/A, i2d/A, i2f/A, i2r/A

-0.004, 6.783e-6, 1.372e-6, -5.410e-6, 7.630e-6, 1.546e-6, -6.084e-6
-0.008, 9.250e-6, 4.280e-6, -4.970e-6, 1.049e-5, 4.896e-6, -5.590e-6
-0.012, 9.106e-6, 4.343e-6, -4.763e-6, 1.035e-5, 4.971e-6, -5.377e-6
-0.016, 8.885e-6, 4.292e-6, -4.593e-6, 1.012e-5, 4.925e-6, -5.197e-6
-0.020, 8.703e-6, 4.248e-6, -4.455e-6, 9.924e-6, 4.876e-6, -5.048e-6
-0.024, 8.520e-6, 4.199e-6, -4.321e-6, 9.742e-6, 4.828e-6, -4.914e-6
-0.028, 8.330e-6, 4.138e-6, -4.192e-6, 9.545e-6, 4.768e-6, -4.777e-6
-0.032, 8.171e-6, 4.083e-6, -4.088e-6, 9.370e-6, 4.706e-6, -4.664e-6
-0.036, 8.018e-6, 4.039e-6, -3.980e-6, 9.214e-6, 4.661e-6, -4.553e-6
-0.040, 7.855e-6, 3.981e-6, -3.874e-6, 9.045e-6, 4.602e-6, -4.443e-6
-0.044, 7.729e-6, 3.938e-6, -3.791e-6, 8.902e-6, 4.553e-6, -4.350e-6
-0.048, 7.601e-6, 3.902e-6, -3.700e-6, 8.773e-6, 4.514e-6, -4.259e-6
-0.052, 7.462e-6, 3.850e-6, -3.612e-6, 8.632e-6, 4.466e-6, -4.166e-6
-0.056, 7.359e-6, 3.813e-6, -3.546e-6, 8.515e-6, 4.423e-6, -4.092e-6
-0.060, 7.255e-6, 3.785e-6, -3.470e-6, 8.406e-6, 4.392e-6, -4.014e-6
-0.064, 7.139e-6, 3.739e-6, -3.400e-6, 8.284e-6, 4.346e-6, -3.938e-6
-0.068, 7.054e-6, 3.712e-6, -3.342e-6, 8.185e-6, 4.312e-6, -3.874e-6
-0.072, 6.975e-6, 3.690e-6, -3.285e-6, 8.105e-6, 4.290e-6, -3.816e-6
-0.076, 6.874e-6, 3.653e-6, -3.221e-6, 8.002e-6, 4.255e-6, -3.747e-6
-0.080, 6.809e-6, 3.630e-6, -3.179e-6, 7.923e-6, 4.223e-6, -3.700e-6
-0.084, 6.738e-6, 3.612e-6, -3.126e-6, 7.852e-6, 4.206e-6, -3.646e-6
-0.088, 6.658e-6, 3.582e-6, -3.076e-6, 7.767e-6, 4.175e-6, -3.592e-6
-0.092, 6.601e-6, 3.563e-6, -3.038e-6, 7.695e-6, 4.149e-6, -3.546e-6
-0.096, 6.551e-6, 3.552e-6, -2.999e-6, 7.644e-6, 4.136e-6, -3.508e-6
-0.100, 6.478e-6, 3.527e-6, -2.951e-6, 7.570e-6, 4.114e-6, -3.455e-6
-0.104, 6.435e-6, 3.511e-6, -2.924e-6, 7.510e-6, 4.088e-6, -3.421e-6
-0.108, 6.396e-6, 3.507e-6, -2.890e-6, 7.470e-6, 4.082e-6, -3.388e-6
-0.112, 6.339e-6, 3.486e-6, -2.853e-6, 7.410e-6, 4.063e-6, -3.347e-6
-0.116, 6.308e-6, 3.477e-6, -2.832e-6, 7.364e-6, 4.046e-6, -3.318e-6
-0.120, 6.277e-6, 3.475e-6, -2.802e-6, 7.326e-6, 4.039e-6, -3.287e-6
-0.124, 6.225e-6, 3.456e-6, -2.769e-6, 7.271e-6, 4.021e-6, -3.250e-6
-0.128, 6.207e-6, 3.452e-6, -2.755e-6, 7.238e-6, 4.009e-6, -3.228e-6
-0.132, 6.177e-6, 3.450e-6, -2.727e-6, 7.204e-6, 4.003e-6, -3.202e-6
-0.136, 6.140e-6, 3.439e-6, -2.701e-6, 7.163e-6, 3.993e-6, -3.170e-6
-0.140, 6.128e-6, 3.437e-6, -2.691e-6, 7.130e-6, 3.980e-6, -3.149e-6
-0.144, 6.109e-6, 3.440e-6, -2.669e-6, 7.108e-6, 3.979e-6, -3.129e-6
-0.148, 6.081e-6, 3.436e-6, -2.645e-6, 7.073e-6, 3.974e-6, -3.099e-6
-0.152, 6.075e-6, 3.436e-6, -2.639e-6, 7.047e-6, 3.962e-6, -3.084e-6
-0.156, 6.063e-6, 3.445e-6, -2.619e-6, 7.034e-6, 3.967e-6, -3.067e-6
-0.160, 6.040e-6, 3.440e-6, -2.600e-6, 7.000e-6, 3.959e-6, -3.040e-6
-0.164, 6.039e-6, 3.444e-6, -2.595e-6, 6.980e-6, 3.953e-6, -3.027e-6
-0.168, 6.040e-6, 3.456e-6, -2.585e-6, 6.974e-6, 3.959e-6, -3.015e-6
-0.172, 6.021e-6, 3.454e-6, -2.567e-6, 6.945e-6, 3.953e-6, -2.991e-6
-0.176, 6.030e-6, 3.464e-6, -2.567e-6, 6.933e-6, 3.951e-6, -2.982e-6
-0.180, 6.033e-6, 3.478e-6, -2.555e-6, 6.926e-6, 3.958e-6, -2.967e-6
-0.184, 6.023e-6, 3.480e-6, -2.543e-6, 6.907e-6, 3.956e-6, -2.951e-6
-0.188, 6.033e-6, 3.492e-6, -2.541e-6, 6.894e-6, 3.955e-6, -2.939e-6
-0.192, 6.047e-6, 3.512e-6, -2.534e-6, 6.897e-6, 3.967e-6, -2.930e-6
-0.196, 6.041e-6, 3.520e-6, -2.521e-6, 6.877e-6, 3.968e-6, -2.909e-6
-0.200, 6.059e-6, 3.534e-6, -2.525e-6, 6.873e-6, 3.968e-6, -2.905e-6
-0.204, 6.074e-6, 3.556e-6, -2.517e-6, 6.875e-6, 3.982e-6, -2.894e-6
