Sept. 28, 2023   14:39:24
Square Wave Voltammetry
File: c:\users\biose\documents\heatherl\epbp\09282023\frequencyscan\80_0_4.txt
Data Source:  Experiment
Instrument Model:  CHI1040C
Header: 
Note: 

Init E (V) = 0
Final E (V) = -0.7
Incr E (V) = 0.004
Amplitude (V) = 0.05
Frequency (Hz) = 80
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-5

E2 Scan On
Sens 2 = 1e-005

Results:

Channel 1:
Difference:
Ep = -0.304V
ip = 3.972e-7A
Ap = 4.873e-8VA

Forward:

Reverse:

Channel 2:
Difference:

Forward:

Reverse:

Potential/V, i1d/A, i1f/A, i1r/A, i2d/A, i2f/A, i2r/A

-0.004, 6.823e-6, 1.273e-6, -5.549e-6, 7.596e-6, 1.428e-6, -6.168e-6
-0.008, 9.674e-6, 4.544e-6, -5.130e-6, 1.082e-5, 5.116e-6, -5.703e-6
-0.012, 9.528e-6, 4.594e-6, -4.934e-6, 1.067e-5, 5.174e-6, -5.498e-6
-0.016, 9.326e-6, 4.547e-6, -4.778e-6, 1.047e-5, 5.132e-6, -5.338e-6
-0.020, 9.116e-6, 4.489e-6, -4.627e-6, 1.026e-5, 5.076e-6, -5.179e-6
-0.024, 8.943e-6, 4.430e-6, -4.513e-6, 1.007e-5, 5.013e-6, -5.055e-6
-0.028, 8.773e-6, 4.379e-6, -4.394e-6, 9.889e-6, 4.958e-6, -4.931e-6
-0.032, 8.609e-6, 4.323e-6, -4.286e-6, 9.725e-6, 4.903e-6, -4.822e-6
-0.036, 8.438e-6, 4.265e-6, -4.173e-6, 9.551e-6, 4.846e-6, -4.705e-6
-0.040, 8.297e-6, 4.211e-6, -4.086e-6, 9.397e-6, 4.788e-6, -4.610e-6
-0.044, 8.165e-6, 4.169e-6, -3.996e-6, 9.258e-6, 4.743e-6, -4.515e-6
-0.048, 8.036e-6, 4.123e-6, -3.913e-6, 9.128e-6, 4.696e-6, -4.432e-6
-0.052, 7.902e-6, 4.075e-6, -3.827e-6, 8.989e-6, 4.650e-6, -4.339e-6
-0.056, 7.795e-6, 4.034e-6, -3.762e-6, 8.871e-6, 4.603e-6, -4.268e-6
-0.060, 7.693e-6, 4.002e-6, -3.691e-6, 8.762e-6, 4.567e-6, -4.194e-6
-0.064, 7.592e-6, 3.965e-6, -3.627e-6, 8.663e-6, 4.532e-6, -4.131e-6
-0.068, 7.488e-6, 3.928e-6, -3.560e-6, 8.555e-6, 4.496e-6, -4.060e-6
-0.072, 7.406e-6, 3.896e-6, -3.511e-6, 8.460e-6, 4.457e-6, -4.002e-6
-0.076, 7.333e-6, 3.875e-6, -3.457e-6, 8.377e-6, 4.432e-6, -3.945e-6
-0.080, 7.257e-6, 3.849e-6, -3.408e-6, 8.304e-6, 4.407e-6, -3.896e-6
-0.084, 7.167e-6, 3.817e-6, -3.351e-6, 8.209e-6, 4.375e-6, -3.834e-6
-0.088, 7.111e-6, 3.794e-6, -3.316e-6, 8.142e-6, 4.348e-6, -3.794e-6
-0.092, 7.055e-6, 3.780e-6, -3.274e-6, 8.077e-6, 4.329e-6, -3.749e-6
-0.096, 6.999e-6, 3.762e-6, -3.237e-6, 8.020e-6, 4.310e-6, -3.711e-6
-0.100, 6.932e-6, 3.739e-6, -3.192e-6, 7.949e-6, 4.287e-6, -3.662e-6
-0.104, 6.887e-6, 3.722e-6, -3.164e-6, 7.892e-6, 4.265e-6, -3.627e-6
-0.108, 6.848e-6, 3.714e-6, -3.133e-6, 7.844e-6, 4.252e-6, -3.593e-6
-0.112, 6.806e-6, 3.702e-6, -3.103e-6, 7.803e-6, 4.240e-6, -3.563e-6
-0.116, 6.754e-6, 3.686e-6, -3.068e-6, 7.746e-6, 4.222e-6, -3.524e-6
-0.120, 6.726e-6, 3.676e-6, -3.050e-6, 7.703e-6, 4.205e-6, -3.497e-6
-0.124, 6.698e-6, 3.673e-6, -3.024e-6, 7.665e-6, 4.196e-6, -3.469e-6
-0.128, 6.672e-6, 3.668e-6, -3.004e-6, 7.638e-6, 4.189e-6, -3.449e-6
-0.132, 6.629e-6, 3.655e-6, -2.974e-6, 7.589e-6, 4.175e-6, -3.414e-6
-0.136, 6.614e-6, 3.651e-6, -2.963e-6, 7.559e-6, 4.164e-6, -3.395e-6
-0.140, 6.599e-6, 3.655e-6, -2.944e-6, 7.532e-6, 4.161e-6, -3.372e-6
-0.144, 6.582e-6, 3.655e-6, -2.927e-6, 7.512e-6, 4.157e-6, -3.355e-6
-0.148, 6.552e-6, 3.648e-6, -2.904e-6, 7.472e-6, 4.147e-6, -3.325e-6
-0.152, 6.547e-6, 3.649e-6, -2.898e-6, 7.450e-6, 4.139e-6, -3.311e-6
-0.156, 6.540e-6, 3.656e-6, -2.884e-6, 7.431e-6, 4.139e-6, -3.292e-6
-0.160, 6.534e-6, 3.661e-6, -2.874e-6, 7.420e-6, 4.140e-6, -3.280e-6
-0.164, 6.515e-6, 3.660e-6, -2.855e-6, 7.391e-6, 4.134e-6, -3.256e-6
-0.168, 6.520e-6, 3.666e-6, -2.854e-6, 7.375e-6, 4.130e-6, -3.246e-6
-0.172, 6.522e-6, 3.679e-6, -2.843e-6, 7.362e-6, 4.134e-6, -3.228e-6
-0.176, 6.527e-6, 3.690e-6, -2.837e-6, 7.361e-6, 4.139e-6, -3.222e-6
-0.180, 6.513e-6, 3.693e-6, -2.820e-6, 7.334e-6, 4.136e-6, -3.198e-6
-0.184, 6.526e-6, 3.704e-6, -2.822e-6, 7.327e-6, 4.136e-6, -3.190e-6
-0.188, 6.538e-6, 3.721e-6, -2.817e-6, 7.322e-6, 4.143e-6, -3.179e-6
-0.192, 6.551e-6, 3.737e-6, -2.814e-6, 7.326e-6, 4.152e-6, -3.174e-6
-0.196, 6.546e-6, 3.746e-6, -2.800e-6, 7.305e-6, 4.153e-6, -3.152e-6
-0.200, 6.564e-6, 3.761e-6, -2.803e-6, 7.301e-6, 4.155e-6, -3.146e-6
-0.204, 6.582e-6, 3.782e-6, -2.800e-6, 7.300e-6, 4.163e-6, -3.136e-6
-0.208, 6.603e-6, 3.802e-6, -2.801e-6, 7.308e-6, 4.175e-6, -3.133e-6
-0.212, 6.606e-6, 3.818e-6, -2.789e-6, 7.296e-6, 4.182e-6, -3.114e-6
-0.216, 6.632e-6, 3.836e-6, -2.796e-6, 7.296e-6, 4.186e-6, -3.110e-6
-0.220, 6.658e-6, 3.865e-6, -2.793e-6, 7.299e-6, 4.199e-6, -3.099e-6
-0.224, 6.682e-6, 3.889e-6, -2.793e-6, 7.311e-6, 4.214e-6, -3.097e-6
-0.228, 6.689e-6, 3.905e-6, -2.784e-6, 7.300e-6, 4.220e-6, -3.080e-6
-0.232, 6.722e-6, 3.929e-6, -2.792e-6, 7.306e-6, 4.229e-6, -3.077e-6
-0.236, 6.752e-6, 3.962e-6, -2.790e-6, 7.313e-6, 4.247e-6, -3.067e-6
-0.240, 6.779e-6, 3.988e-6, -2.791e-6, 7.327e-6, 4.262e-6, -3.065e-6
