Sept. 28, 2023   14:39:32
Square Wave Voltammetry
File: c:\users\biose\documents\heatherl\epbp\09282023\frequencyscan\80_0_5.txt
Data Source:  Experiment
Instrument Model:  CHI1040C
Header: 
Note: 

Init E (V) = 0
Final E (V) = -0.7
Incr E (V) = 0.004
Amplitude (V) = 0.05
Frequency (Hz) = 80
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-5

E2 Scan On
Sens 2 = 1e-005

Results:

Channel 1:
Difference:

Forward:

Reverse:

Channel 2:
Difference:

Forward:

Reverse:

Potential/V, i1d/A, i1f/A, i1r/A, i2d/A, i2f/A, i2r/A

-0.004, 6.921e-6, 1.291e-6, -5.630e-6, 7.694e-6, 1.443e-6, -6.251e-6
-0.008, 9.815e-6, 4.619e-6, -5.197e-6, 1.097e-5, 5.195e-6, -5.778e-6
-0.012, 9.646e-6, 4.651e-6, -4.995e-6, 1.081e-5, 5.243e-6, -5.569e-6
-0.016, 9.444e-6, 4.611e-6, -4.833e-6, 1.060e-5, 5.204e-6, -5.396e-6
-0.020, 9.257e-6, 4.552e-6, -4.705e-6, 1.040e-5, 5.139e-6, -5.258e-6
-0.024, 9.078e-6, 4.504e-6, -4.574e-6, 1.022e-5, 5.091e-6, -5.125e-6
-0.028, 8.889e-6, 4.437e-6, -4.452e-6, 1.003e-5, 5.027e-6, -5.000e-6
-0.032, 8.718e-6, 4.381e-6, -4.338e-6, 9.849e-6, 4.969e-6, -4.879e-6
-0.036, 8.568e-6, 4.323e-6, -4.244e-6, 9.684e-6, 4.906e-6, -4.778e-6
-0.040, 8.427e-6, 4.280e-6, -4.147e-6, 9.540e-6, 4.862e-6, -4.678e-6
-0.044, 8.278e-6, 4.226e-6, -4.052e-6, 9.390e-6, 4.808e-6, -4.581e-6
-0.048, 8.139e-6, 4.176e-6, -3.963e-6, 9.244e-6, 4.757e-6, -4.486e-6
-0.052, 8.027e-6, 4.132e-6, -3.894e-6, 9.118e-6, 4.708e-6, -4.410e-6
-0.056, 7.914e-6, 4.098e-6, -3.817e-6, 9.003e-6, 4.672e-6, -4.331e-6
-0.060, 7.797e-6, 4.053e-6, -3.744e-6, 8.888e-6, 4.630e-6, -4.258e-6
-0.064, 7.692e-6, 4.018e-6, -3.673e-6, 8.773e-6, 4.593e-6, -4.180e-6
-0.068, 7.606e-6, 3.983e-6, -3.622e-6, 8.673e-6, 4.552e-6, -4.122e-6
-0.072, 7.523e-6, 3.959e-6, -3.564e-6, 8.586e-6, 4.525e-6, -4.062e-6
-0.076, 7.432e-6, 3.925e-6, -3.507e-6, 8.499e-6, 4.493e-6, -4.006e-6
-0.080, 7.347e-6, 3.896e-6, -3.451e-6, 8.407e-6, 4.463e-6, -3.944e-6
-0.084, 7.282e-6, 3.870e-6, -3.412e-6, 8.330e-6, 4.431e-6, -3.899e-6
-0.088, 7.221e-6, 3.855e-6, -3.365e-6, 8.264e-6, 4.414e-6, -3.850e-6
-0.092, 7.147e-6, 3.826e-6, -3.322e-6, 8.190e-6, 4.386e-6, -3.804e-6
