Sept. 28, 2023   14:56:04
Square Wave Voltammetry
File: 80_10_
Data Source:  Experiment
Instrument Model:  CHI1040C
Header: 
Note: 

Init E (V) = 0
Final E (V) = -0.7
Incr E (V) = 0.004
Amplitude (V) = 0.05
Frequency (Hz) = 80
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-5

E2 Scan On
Sens 2 = 1e-005

Results:

Channel 1:
Difference:

Forward:

Reverse:

Channel 2:
Difference:

Forward:

Reverse:

Potential/V, i1d/A, i1f/A, i1r/A, i2d/A, i2f/A, i2r/A

-0.004, 6.116e-6, 1.117e-6, -4.999e-6, 7.396e-6, 1.302e-6, -6.094e-6
-0.008, 8.592e-6, 3.990e-6, -4.602e-6, 1.060e-5, 4.965e-6, -5.631e-6
-0.012, 8.431e-6, 4.014e-6, -4.417e-6, 1.040e-5, 4.987e-6, -5.417e-6
-0.016, 8.232e-6, 3.972e-6, -4.260e-6, 1.018e-5, 4.936e-6, -5.242e-6
-0.020, 8.016e-6, 3.899e-6, -4.117e-6, 9.941e-6, 4.857e-6, -5.084e-6
-0.024, 7.823e-6, 3.837e-6, -3.986e-6, 9.716e-6, 4.783e-6, -4.933e-6
-0.028, 7.649e-6, 3.774e-6, -3.875e-6, 9.508e-6, 4.706e-6, -4.802e-6
-0.032, 7.481e-6, 3.719e-6, -3.762e-6, 9.317e-6, 4.640e-6, -4.677e-6
-0.036, 7.309e-6, 3.653e-6, -3.655e-6, 9.128e-6, 4.570e-6, -4.559e-6
-0.040, 7.152e-6, 3.597e-6, -3.555e-6, 8.946e-6, 4.504e-6, -4.442e-6
-0.044, 7.017e-6, 3.545e-6, -3.472e-6, 8.781e-6, 4.438e-6, -4.342e-6
-0.048, 6.887e-6, 3.504e-6, -3.384e-6, 8.632e-6, 4.388e-6, -4.244e-6
-0.052, 6.749e-6, 3.449e-6, -3.300e-6, 8.481e-6, 4.329e-6, -4.151e-6
-0.056, 6.627e-6, 3.404e-6, -3.223e-6, 8.336e-6, 4.276e-6, -4.060e-6
-0.060, 6.524e-6, 3.364e-6, -3.160e-6, 8.208e-6, 4.225e-6, -3.984e-6
-0.064, 6.428e-6, 3.334e-6, -3.094e-6, 8.096e-6, 4.187e-6, -3.909e-6
-0.068, 6.318e-6, 3.291e-6, -3.027e-6, 7.977e-6, 4.141e-6, -3.836e-6
-0.072, 6.225e-6, 3.258e-6, -2.967e-6, 7.865e-6, 4.100e-6, -3.764e-6
-0.076, 6.147e-6, 3.225e-6, -2.921e-6, 7.761e-6, 4.057e-6, -3.705e-6
-0.080, 6.074e-6, 3.206e-6, -2.868e-6, 7.677e-6, 4.032e-6, -3.645e-6
-0.084, 5.992e-6, 3.173e-6, -2.819e-6, 7.586e-6, 3.995e-6, -3.591e-6
-0.088, 5.920e-6, 3.148e-6, -2.772e-6, 7.497e-6, 3.964e-6, -3.533e-6
-0.092, 5.864e-6, 3.126e-6, -2.739e-6, 7.420e-6, 3.931e-6, -3.488e-6
-0.096, 5.814e-6, 3.115e-6, -2.699e-6, 7.358e-6, 3.915e-6, -3.443e-6
-0.100, 5.749e-6, 3.090e-6, -2.659e-6, 7.288e-6, 3.888e-6, -3.399e-6
-0.104, 5.696e-6, 3.073e-6, -2.623e-6, 7.218e-6, 3.865e-6, -3.353e-6
-0.108, 5.659e-6, 3.059e-6, -2.600e-6, 7.161e-6, 3.841e-6, -3.320e-6
-0.112, 5.623e-6, 3.054e-6, -2.569e-6, 7.115e-6, 3.830e-6, -3.285e-6
-0.116, 5.577e-6, 3.038e-6, -2.539e-6, 7.062e-6, 3.811e-6, -3.251e-6
-0.120, 5.540e-6, 3.029e-6, -2.511e-6, 7.010e-6, 3.796e-6, -3.214e-6
-0.124, 5.517e-6, 3.021e-6, -2.496e-6, 6.965e-6, 3.777e-6, -3.189e-6
-0.128, 5.498e-6, 3.022e-6, -2.476e-6, 6.935e-6, 3.772e-6, -3.164e-6
-0.132, 5.464e-6, 3.012e-6, -2.452e-6, 6.897e-6, 3.760e-6, -3.137e-6
-0.136, 5.439e-6, 3.008e-6, -2.431e-6, 6.855e-6, 3.749e-6, -3.106e-6
-0.140, 5.430e-6, 3.007e-6, -2.423e-6, 6.828e-6, 3.739e-6, -3.089e-6
-0.144, 5.424e-6, 3.016e-6, -2.409e-6, 6.809e-6, 3.740e-6, -3.070e-6
-0.148, 5.404e-6, 3.011e-6, -2.392e-6, 6.784e-6, 3.733e-6, -3.051e-6
-0.152, 5.391e-6, 3.014e-6, -2.377e-6, 6.755e-6, 3.729e-6, -3.026e-6
-0.156, 5.393e-6, 3.017e-6, -2.375e-6, 6.736e-6, 3.721e-6, -3.015e-6
-0.160, 5.398e-6, 3.033e-6, -2.364e-6, 6.729e-6, 3.729e-6, -3.000e-6
-0.164, 5.387e-6, 3.033e-6, -2.354e-6, 6.713e-6, 3.726e-6, -2.987e-6
-0.168, 5.386e-6, 3.042e-6, -2.344e-6, 6.696e-6, 3.727e-6, -2.968e-6
-0.172, 5.397e-6, 3.052e-6, -2.346e-6, 6.683e-6, 3.723e-6, -2.960e-6
-0.176, 5.412e-6, 3.071e-6, -2.341e-6, 6.685e-6, 3.734e-6, -2.951e-6
-0.180, 5.413e-6, 3.077e-6, -2.336e-6, 6.679e-6, 3.737e-6, -2.942e-6
-0.184, 5.419e-6, 3.091e-6, -2.329e-6, 6.668e-6, 3.742e-6, -2.926e-6
-0.188, 5.443e-6, 3.107e-6, -2.336e-6, 6.667e-6, 3.744e-6, -2.923e-6
-0.192, 5.465e-6, 3.130e-6, -2.336e-6, 6.675e-6, 3.757e-6, -2.918e-6
-0.196, 5.473e-6, 3.143e-6, -2.331e-6, 6.674e-6, 3.765e-6, -2.909e-6
-0.200, 5.490e-6, 3.162e-6, -2.327e-6, 6.671e-6, 3.774e-6, -2.897e-6
-0.204, 5.522e-6, 3.183e-6, -2.340e-6, 6.678e-6, 3.780e-6, -2.898e-6
-0.208, 5.552e-6, 3.210e-6, -2.342e-6, 6.691e-6, 3.796e-6, -2.895e-6
-0.212, 5.568e-6, 3.227e-6, -2.341e-6, 6.696e-6, 3.807e-6, -2.890e-6
-0.216, 5.591e-6, 3.250e-6, -2.340e-6, 6.699e-6, 3.819e-6, -2.880e-6
-0.220, 5.626e-6, 3.274e-6, -2.352e-6, 6.707e-6, 3.827e-6, -2.880e-6
-0.224, 5.661e-6, 3.306e-6, -2.355e-6, 6.726e-6, 3.847e-6, -2.879e-6
-0.228, 5.681e-6, 3.325e-6, -2.356e-6, 6.735e-6, 3.859e-6, -2.876e-6
-0.232, 5.706e-6, 3.351e-6, -2.356e-6, 6.740e-6, 3.874e-6, -2.866e-6
-0.236, 5.746e-6, 3.376e-6, -2.370e-6, 6.752e-6, 3.883e-6, -2.869e-6
-0.240, 5.783e-6, 3.411e-6, -2.372e-6, 6.772e-6, 3.907e-6, -2.865e-6
-0.244, 5.805e-6, 3.432e-6, -2.374e-6, 6.784e-6, 3.920e-6, -2.864e-6
-0.248, 5.829e-6, 3.458e-6, -2.371e-6, 6.789e-6, 3.937e-6, -2.851e-6
-0.252, 5.866e-6, 3.484e-6, -2.383e-6, 6.801e-6, 3.948e-6, -2.853e-6
-0.256, 5.899e-6, 3.516e-6, -2.383e-6, 6.819e-6, 3.971e-6, -2.849e-6
-0.260, 5.919e-6, 3.538e-6, -2.381e-6, 6.832e-6, 3.988e-6, -2.844e-6
-0.264, 5.937e-6, 3.561e-6, -2.376e-6, 6.835e-6, 4.004e-6, -2.831e-6
-0.268, 5.970e-6, 3.588e-6, -2.382e-6, 6.848e-6, 4.018e-6, -2.829e-6
-0.272, 5.999e-6, 3.621e-6, -2.378e-6, 6.868e-6, 4.043e-6, -2.824e-6
-0.276, 6.008e-6, 3.640e-6, -2.367e-6, 6.876e-6, 4.062e-6, -2.814e-6
-0.280, 6.020e-6, 3.662e-6, -2.358e-6, 6.877e-6, 4.078e-6, -2.799e-6
-0.284, 6.047e-6, 3.689e-6, -2.358e-6, 6.891e-6, 4.096e-6, -2.795e-6
-0.288, 6.067e-6, 3.720e-6, -2.347e-6, 6.908e-6, 4.123e-6, -2.785e-6
-0.292, 6.070e-6, 3.739e-6, -2.331e-6, 6.917e-6, 4.143e-6, -2.774e-6
-0.296, 6.072e-6, 3.761e-6, -2.311e-6, 6.916e-6, 4.163e-6, -2.753e-6
-0.300, 6.091e-6, 3.786e-6, -2.305e-6, 6.927e-6, 4.182e-6, -2.745e-6
-0.304, 6.103e-6, 3.817e-6, -2.286e-6, 6.944e-6, 4.211e-6, -2.733e-6
-0.308, 6.099e-6, 3.836e-6, -2.263e-6, 6.950e-6, 4.233e-6, -2.716e-6
-0.312, 6.100e-6, 3.862e-6, -2.238e-6, 6.956e-6, 4.261e-6, -2.694e-6
-0.316, 6.112e-6, 3.888e-6, -2.224e-6, 6.965e-6, 4.282e-6, -2.683e-6
-0.320, 6.121e-6, 3.922e-6, -2.199e-6, 6.981e-6, 4.316e-6, -2.665e-6
-0.324, 6.113e-6, 3.944e-6, -2.169e-6, 6.989e-6, 4.343e-6, -2.647e-6
-0.328, 6.109e-6, 3.971e-6, -2.138e-6, 6.994e-6, 4.372e-6, -2.622e-6
-0.332, 6.119e-6, 4.001e-6, -2.118e-6, 7.005e-6, 4.399e-6, -2.606e-6
-0.336, 6.128e-6, 4.038e-6, -2.090e-6, 7.024e-6, 4.436e-6, -2.588e-6
-0.340, 6.119e-6, 4.063e-6, -2.056e-6, 7.034e-6, 4.467e-6, -2.567e-6
-0.344, 6.115e-6, 4.095e-6, -2.020e-6, 7.038e-6, 4.501e-6, -2.537e-6
-0.348, 6.127e-6, 4.129e-6, -1.998e-6, 7.052e-6, 4.531e-6, -2.521e-6
-0.352, 6.137e-6, 4.172e-6, -1.965e-6, 7.074e-6, 4.576e-6, -2.499e-6
-0.356, 6.133e-6, 4.202e-6, -1.931e-6, 7.089e-6, 4.611e-6, -2.478e-6
-0.360, 6.128e-6, 4.236e-6, -1.892e-6, 7.092e-6, 4.647e-6, -2.445e-6
-0.364, 6.143e-6, 4.273e-6, -1.870e-6, 7.110e-6, 4.682e-6, -2.429e-6
-0.368, 6.152e-6, 4.319e-6, -1.833e-6, 7.131e-6, 4.728e-6, -2.403e-6
-0.372, 6.152e-6, 4.355e-6, -1.798e-6, 7.149e-6, 4.769e-6, -2.380e-6
-0.376, 6.149e-6, 4.392e-6, -1.757e-6, 7.154e-6, 4.809e-6, -2.345e-6
-0.380, 6.165e-6, 4.433e-6, -1.733e-6, 7.172e-6, 4.847e-6, -2.325e-6
-0.384, 6.180e-6, 4.485e-6, -1.695e-6, 7.196e-6, 4.898e-6, -2.298e-6
-0.388, 6.179e-6, 4.521e-6, -1.658e-6, 7.213e-6, 4.941e-6, -2.272e-6
-0.392, 6.182e-6, 4.562e-6, -1.620e-6, 7.224e-6, 4.984e-6, -2.240e-6
-0.396, 6.202e-6, 4.609e-6, -1.593e-6, 7.246e-6, 5.029e-6, -2.217e-6
-0.400, 6.218e-6, 4.662e-6, -1.556e-6, 7.271e-6, 5.081e-6, -2.190e-6
-0.404, 6.222e-6, 4.701e-6, -1.520e-6, 7.292e-6, 5.128e-6, -2.164e-6
-0.408, 6.225e-6, 4.747e-6, -1.478e-6, 7.302e-6, 5.176e-6, -2.126e-6
-0.412, 6.244e-6, 4.793e-6, -1.451e-6, 7.321e-6, 5.218e-6, -2.102e-6
-0.416, 6.261e-6, 4.848e-6, -1.414e-6, 7.349e-6, 5.275e-6, -2.074e-6
-0.420, 6.269e-6, 4.892e-6, -1.377e-6, 7.371e-6, 5.324e-6, -2.047e-6
-0.424, 6.274e-6, 4.939e-6, -1.335e-6, 7.382e-6, 5.374e-6, -2.008e-6
-0.428, 6.298e-6, 4.988e-6, -1.310e-6, 7.406e-6, 5.421e-6, -1.985e-6
-0.432, 6.316e-6, 5.044e-6, -1.272e-6, 7.433e-6, 5.478e-6, -1.955e-6
-0.436, 6.323e-6, 5.089e-6, -1.234e-6, 7.457e-6, 5.530e-6, -1.927e-6
-0.440, 6.329e-6, 5.136e-6, -1.193e-6, 7.470e-6, 5.581e-6, -1.889e-6
-0.444, 6.353e-6, 5.187e-6, -1.166e-6, 7.492e-6, 5.630e-6, -1.862e-6
-0.448, 6.375e-6, 5.244e-6, -1.130e-6, 7.523e-6, 5.689e-6, -1.834e-6
-0.452, 6.384e-6, 5.290e-6, -1.094e-6, 7.548e-6, 5.742e-6, -1.806e-6
-0.456, 6.390e-6, 5.338e-6, -1.051e-6, 7.560e-6, 5.794e-6, -1.766e-6
-0.460, 6.416e-6, 5.389e-6, -1.027e-6, 7.585e-6, 5.843e-6, -1.742e-6
-0.464, 6.436e-6, 5.447e-6, -9.894e-7, 7.614e-6, 5.903e-6, -1.710e-6
-0.468, 6.447e-6, 5.494e-6, -9.536e-7, 7.640e-6, 5.957e-6, -1.683e-6
-0.472, 6.455e-6, 5.543e-6, -9.122e-7, 7.654e-6, 6.011e-6, -1.643e-6
-0.476, 6.482e-6, 5.595e-6, -8.873e-7, 7.679e-6, 6.061e-6, -1.618e-6
-0.480, 6.508e-6, 5.653e-6, -8.552e-7, 7.714e-6, 6.123e-6, -1.591e-6
-0.484, 6.520e-6, 5.700e-6, -8.192e-7, 7.741e-6, 6.178e-6, -1.563e-6
-0.488, 6.528e-6, 5.748e-6, -7.797e-7, 7.755e-6, 6.230e-6, -1.525e-6
-0.492, 6.558e-6, 5.801e-6, -7.573e-7, 7.784e-6, 6.282e-6, -1.502e-6
-0.496, 6.583e-6, 5.860e-6, -7.231e-7, 7.818e-6, 6.346e-6, -1.473e-6
