Sept. 28, 2023   14:33:31
Square Wave Voltammetry
File: c:\users\biose\documents\heatherl\epbp\09282023\frequencyscan\60_0_3.txt
Data Source:  Experiment
Instrument Model:  CHI1040C
Header: 
Note: 

Init E (V) = 0
Final E (V) = -0.7
Incr E (V) = 0.004
Amplitude (V) = 0.05
Frequency (Hz) = 60
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-5

E2 Scan On
Sens 2 = 1e-005

Results:

Channel 1:
Difference:
Ep = -0.320V
ip = 2.107e-7A
Ap = 2.669e-8VA

Forward:

Reverse:

Channel 2:
Difference:

Forward:

Reverse:

Potential/V, i1d/A, i1f/A, i1r/A, i2d/A, i2f/A, i2r/A

-0.004, 4.188e-6, 9.237e-7, -3.264e-6, 4.684e-6, 1.030e-6, -3.654e-6
-0.008, 5.462e-6, 2.496e-6, -2.965e-6, 6.161e-6, 2.835e-6, -3.326e-6
-0.012, 5.370e-6, 2.541e-6, -2.829e-6, 6.069e-6, 2.889e-6, -3.180e-6
-0.016, 5.245e-6, 2.527e-6, -2.719e-6, 5.938e-6, 2.875e-6, -3.063e-6
-0.020, 5.125e-6, 2.500e-6, -2.625e-6, 5.811e-6, 2.848e-6, -2.963e-6
-0.024, 5.013e-6, 2.472e-6, -2.541e-6, 5.693e-6, 2.818e-6, -2.875e-6
-0.028, 4.905e-6, 2.444e-6, -2.462e-6, 5.579e-6, 2.790e-6, -2.789e-6
-0.032, 4.802e-6, 2.412e-6, -2.390e-6, 5.471e-6, 2.757e-6, -2.714e-6
-0.036, 4.704e-6, 2.381e-6, -2.323e-6, 5.366e-6, 2.725e-6, -2.641e-6
-0.040, 4.616e-6, 2.355e-6, -2.261e-6, 5.272e-6, 2.697e-6, -2.574e-6
-0.044, 4.530e-6, 2.328e-6, -2.202e-6, 5.181e-6, 2.669e-6, -2.511e-6
-0.048, 4.449e-6, 2.301e-6, -2.148e-6, 5.094e-6, 2.641e-6, -2.453e-6
-0.052, 4.373e-6, 2.276e-6, -2.097e-6, 5.014e-6, 2.615e-6, -2.399e-6
-0.056, 4.303e-6, 2.254e-6, -2.049e-6, 4.938e-6, 2.591e-6, -2.347e-6
-0.060, 4.237e-6, 2.233e-6, -2.004e-6, 4.867e-6, 2.569e-6, -2.299e-6
-0.064, 4.174e-6, 2.212e-6, -1.962e-6, 4.799e-6, 2.546e-6, -2.253e-6
-0.068, 4.116e-6, 2.193e-6, -1.923e-6, 4.736e-6, 2.526e-6, -2.210e-6
-0.072, 4.061e-6, 2.175e-6, -1.886e-6, 4.677e-6, 2.506e-6, -2.170e-6
-0.076, 4.010e-6, 2.160e-6, -1.849e-6, 4.620e-6, 2.490e-6, -2.130e-6
-0.080, 3.962e-6, 2.144e-6, -1.818e-6, 4.568e-6, 2.472e-6, -2.096e-6
-0.084, 3.917e-6, 2.129e-6, -1.787e-6, 4.518e-6, 2.456e-6, -2.063e-6
-0.088, 3.875e-6, 2.117e-6, -1.758e-6, 4.470e-6, 2.441e-6, -2.030e-6
-0.092, 3.835e-6, 2.104e-6, -1.731e-6, 4.426e-6, 2.427e-6, -1.999e-6
-0.096, 3.797e-6, 2.092e-6, -1.706e-6, 4.383e-6, 2.412e-6, -1.970e-6
-0.100, 3.762e-6, 2.082e-6, -1.680e-6, 4.344e-6, 2.400e-6, -1.943e-6
-0.104, 3.729e-6, 2.071e-6, -1.657e-6, 4.305e-6, 2.389e-6, -1.916e-6
-0.108, 3.699e-6, 2.063e-6, -1.635e-6, 4.270e-6, 2.379e-6, -1.891e-6
-0.112, 3.671e-6, 2.055e-6, -1.616e-6, 4.238e-6, 2.368e-6, -1.870e-6
-0.116, 3.646e-6, 2.048e-6, -1.598e-6, 4.208e-6, 2.360e-6, -1.848e-6
-0.120, 3.619e-6, 2.041e-6, -1.579e-6, 4.175e-6, 2.349e-6, -1.827e-6
-0.124, 3.599e-6, 2.037e-6, -1.562e-6, 4.150e-6, 2.343e-6, -1.806e-6
-0.128, 3.577e-6, 2.032e-6, -1.545e-6, 4.121e-6, 2.335e-6, -1.787e-6
-0.132, 3.560e-6, 2.029e-6, -1.531e-6, 4.099e-6, 2.329e-6, -1.770e-6
-0.136, 3.542e-6, 2.025e-6, -1.517e-6, 4.075e-6, 2.323e-6, -1.752e-6
-0.140, 3.527e-6, 2.023e-6, -1.504e-6, 4.052e-6, 2.316e-6, -1.735e-6
-0.144, 3.514e-6, 2.023e-6, -1.492e-6, 4.034e-6, 2.313e-6, -1.720e-6
