Sept. 28, 2023   14:53:11
Square Wave Voltammetry
File: 60_10_
Data Source:  Experiment
Instrument Model:  CHI1040C
Header: 
Note: 

Init E (V) = 0
Final E (V) = -0.7
Incr E (V) = 0.004
Amplitude (V) = 0.05
Frequency (Hz) = 60
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-5

E2 Scan On
Sens 2 = 1e-005

Results:

Channel 1:
Difference:

Forward:

Reverse:

Channel 2:
Difference:

Forward:

Reverse:

Potential/V, i1d/A, i1f/A, i1r/A, i2d/A, i2f/A, i2r/A

-0.004, 3.934e-6, 8.428e-7, -3.092e-6, 4.677e-6, 9.559e-7, -3.721e-6
-0.008, 5.091e-6, 2.288e-6, -2.803e-6, 6.183e-6, 2.793e-6, -3.389e-6
-0.012, 4.987e-6, 2.323e-6, -2.665e-6, 6.064e-6, 2.832e-6, -3.232e-6
-0.016, 4.851e-6, 2.300e-6, -2.552e-6, 5.906e-6, 2.803e-6, -3.103e-6
-0.020, 4.723e-6, 2.268e-6, -2.455e-6, 5.758e-6, 2.766e-6, -2.992e-6
-0.024, 4.598e-6, 2.233e-6, -2.365e-6, 5.614e-6, 2.725e-6, -2.888e-6
-0.028, 4.482e-6, 2.199e-6, -2.283e-6, 5.479e-6, 2.685e-6, -2.794e-6
-0.032, 4.370e-6, 2.163e-6, -2.207e-6, 5.349e-6, 2.643e-6, -2.706e-6
-0.036, 4.266e-6, 2.130e-6, -2.136e-6, 5.228e-6, 2.604e-6, -2.624e-6
-0.040, 4.166e-6, 2.098e-6, -2.068e-6, 5.113e-6, 2.567e-6, -2.546e-6
-0.044, 4.076e-6, 2.068e-6, -2.008e-6, 5.006e-6, 2.531e-6, -2.476e-6
-0.048, 3.989e-6, 2.038e-6, -1.951e-6, 4.906e-6, 2.497e-6, -2.409e-6
-0.052, 3.907e-6, 2.010e-6, -1.897e-6, 4.810e-6, 2.464e-6, -2.346e-6
-0.056, 3.834e-6, 1.986e-6, -1.847e-6, 4.724e-6, 2.436e-6, -2.289e-6
-0.060, 3.763e-6, 1.963e-6, -1.800e-6, 4.640e-6, 2.408e-6, -2.232e-6
-0.064, 3.695e-6, 1.938e-6, -1.757e-6, 4.560e-6, 2.378e-6, -2.182e-6
-0.068, 3.632e-6, 1.918e-6, -1.714e-6, 4.485e-6, 2.354e-6, -2.131e-6
-0.072, 3.574e-6, 1.898e-6, -1.676e-6, 4.416e-6, 2.330e-6, -2.087e-6
-0.076, 3.519e-6, 1.879e-6, -1.639e-6, 4.351e-6, 2.308e-6, -2.043e-6
-0.080, 3.470e-6, 1.863e-6, -1.607e-6, 4.291e-6, 2.286e-6, -2.005e-6
-0.084, 3.422e-6, 1.847e-6, -1.575e-6, 4.233e-6, 2.267e-6, -1.966e-6
-0.088, 3.377e-6, 1.833e-6, -1.545e-6, 4.178e-6, 2.248e-6, -1.929e-6
-0.092, 3.336e-6, 1.820e-6, -1.517e-6, 4.127e-6, 2.231e-6, -1.896e-6
-0.096, 3.298e-6, 1.807e-6, -1.491e-6, 4.079e-6, 2.215e-6, -1.864e-6
-0.100, 3.265e-6, 1.797e-6, -1.467e-6, 4.036e-6, 2.201e-6, -1.835e-6
-0.104, 3.231e-6, 1.787e-6, -1.444e-6, 3.993e-6, 2.187e-6, -1.806e-6
-0.108, 3.200e-6, 1.779e-6, -1.422e-6, 3.955e-6, 2.175e-6, -1.780e-6
-0.112, 3.172e-6, 1.770e-6, -1.402e-6, 3.917e-6, 2.162e-6, -1.755e-6
-0.116, 3.148e-6, 1.764e-6, -1.384e-6, 3.884e-6, 2.153e-6, -1.731e-6
-0.120, 3.123e-6, 1.757e-6, -1.366e-6, 3.850e-6, 2.141e-6, -1.709e-6
-0.124, 3.104e-6, 1.754e-6, -1.350e-6, 3.821e-6, 2.134e-6, -1.687e-6
