Sept. 28, 2023   14:55:41
Square Wave Voltammetry
File: c:\users\biose\documents\heatherl\epbp\09282023\frequencyscan\70_10_3.txt
Data Source:  Experiment
Instrument Model:  CHI1040C
Header: 
Note: 

Init E (V) = 0
Final E (V) = -0.7
Incr E (V) = 0.004
Amplitude (V) = 0.05
Frequency (Hz) = 70
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-5

E2 Scan On
Sens 2 = 1e-005

Results:

Channel 1:
Difference:
Ep = -0.296V
ip = 1.653e-7A
Ap = 1.486e-8VA

Forward:

Reverse:

Channel 2:
Difference:

Forward:

Reverse:

Potential/V, i1d/A, i1f/A, i1r/A, i2d/A, i2f/A, i2r/A

-0.004, 5.172e-6, 1.025e-6, -4.147e-6, 6.188e-6, 1.168e-6, -5.019e-6
-0.008, 6.974e-6, 3.186e-6, -3.787e-6, 8.530e-6, 3.925e-6, -4.605e-6
-0.012, 6.842e-6, 3.226e-6, -3.617e-6, 8.381e-6, 3.968e-6, -4.413e-6
-0.016, 6.667e-6, 3.187e-6, -3.480e-6, 8.184e-6, 3.923e-6, -4.260e-6
-0.020, 6.491e-6, 3.137e-6, -3.355e-6, 7.987e-6, 3.867e-6, -4.120e-6
-0.024, 6.326e-6, 3.086e-6, -3.240e-6, 7.796e-6, 3.809e-6, -3.988e-6
-0.028, 6.176e-6, 3.039e-6, -3.137e-6, 7.620e-6, 3.752e-6, -3.868e-6
-0.032, 6.036e-6, 2.991e-6, -3.045e-6, 7.452e-6, 3.693e-6, -3.759e-6
-0.036, 5.906e-6, 2.948e-6, -2.958e-6, 7.297e-6, 3.640e-6, -3.657e-6
-0.040, 5.779e-6, 2.907e-6, -2.871e-6, 7.152e-6, 3.592e-6, -3.560e-6
-0.044, 5.661e-6, 2.867e-6, -2.794e-6, 7.019e-6, 3.546e-6, -3.473e-6
-0.048, 5.542e-6, 2.823e-6, -2.719e-6, 6.886e-6, 3.498e-6, -3.388e-6
-0.052, 5.426e-6, 2.782e-6, -2.644e-6, 6.754e-6, 3.452e-6, -3.302e-6
-0.056, 5.331e-6, 2.750e-6, -2.581e-6, 6.641e-6, 3.414e-6, -3.227e-6
-0.060, 5.243e-6, 2.718e-6, -2.526e-6, 6.531e-6, 3.371e-6, -3.160e-6
-0.064, 5.160e-6, 2.688e-6, -2.473e-6, 6.431e-6, 3.334e-6, -3.096e-6
-0.068, 5.082e-6, 2.665e-6, -2.417e-6, 6.339e-6, 3.306e-6, -3.033e-6
-0.072, 5.010e-6, 2.641e-6, -2.369e-6, 6.257e-6, 3.277e-6, -2.980e-6
