Sept. 28, 2023   14:55:33
Square Wave Voltammetry
File: c:\users\biose\documents\heatherl\epbp\09282023\frequencyscan\70_10_2.txt
Data Source:  Experiment
Instrument Model:  CHI1040C
Header: 
Note: 

Init E (V) = 0
Final E (V) = -0.7
Incr E (V) = 0.004
Amplitude (V) = 0.05
Frequency (Hz) = 70
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-5

E2 Scan On
Sens 2 = 1e-005

Results:

Channel 1:
Difference:
Ep = -0.416V
ip = 6.234e-9A
Ap = 1.855e-8VA

Forward:

Reverse:

Channel 2:
Difference:

Forward:

Reverse:

Potential/V, i1d/A, i1f/A, i1r/A, i2d/A, i2f/A, i2r/A

-0.004, 5.037e-6, 1.000e-6, -4.036e-6, 6.040e-6, 1.145e-6, -4.894e-6
-0.008, 6.794e-6, 3.103e-6, -3.691e-6, 8.325e-6, 3.832e-6, -4.493e-6
-0.012, 6.661e-6, 3.134e-6, -3.527e-6, 8.166e-6, 3.861e-6, -4.305e-6
-0.016, 6.494e-6, 3.102e-6, -3.392e-6, 7.970e-6, 3.821e-6, -4.149e-6
-0.020, 6.333e-6, 3.062e-6, -3.271e-6, 7.786e-6, 3.772e-6, -4.014e-6
-0.024, 6.172e-6, 3.011e-6, -3.162e-6, 7.606e-6, 3.715e-6, -3.892e-6
-0.028, 6.014e-6, 2.956e-6, -3.058e-6, 7.429e-6, 3.655e-6, -3.774e-6
-0.032, 5.867e-6, 2.909e-6, -2.958e-6, 7.260e-6, 3.599e-6, -3.660e-6
-0.036, 5.736e-6, 2.864e-6, -2.871e-6, 7.104e-6, 3.546e-6, -3.558e-6
-0.040, 5.614e-6, 2.820e-6, -2.794e-6, 6.957e-6, 3.492e-6, -3.465e-6
-0.044, 5.503e-6, 2.785e-6, -2.718e-6, 6.824e-6, 3.447e-6, -3.377e-6
-0.048, 5.396e-6, 2.751e-6, -2.646e-6, 6.702e-6, 3.408e-6, -3.294e-6
-0.052, 5.287e-6, 2.711e-6, -2.576e-6, 6.580e-6, 3.362e-6, -3.217e-6
-0.056, 5.186e-6, 2.674e-6, -2.512e-6, 6.467e-6, 3.322e-6, -3.145e-6
-0.060, 5.088e-6, 2.641e-6, -2.447e-6, 6.354e-6, 3.284e-6, -3.070e-6
-0.064, 5.005e-6, 2.612e-6, -2.394e-6, 6.253e-6, 3.247e-6, -3.005e-6
-0.068, 4.930e-6, 2.583e-6, -2.347e-6, 6.157e-6, 3.210e-6, -2.947e-6
-0.072, 4.861e-6, 2.561e-6, -2.300e-6, 6.071e-6, 3.181e-6, -2.891e-6
-0.076, 4.798e-6, 2.543e-6, -2.255e-6, 5.998e-6, 3.159e-6, -2.839e-6
-0.080, 4.730e-6, 2.518e-6, -2.212e-6, 5.921e-6, 3.130e-6, -2.791e-6
-0.084, 4.664e-6, 2.495e-6, -2.169e-6, 5.847e-6, 3.104e-6, -2.742e-6
-0.088, 4.602e-6, 2.474e-6, -2.128e-6, 5.771e-6, 3.078e-6, -2.693e-6
-0.092, 4.552e-6, 2.458e-6, -2.094e-6, 5.707e-6, 3.056e-6, -2.651e-6
