Sept. 28, 2023   14:36:35
Square Wave Voltammetry
File: c:\users\biose\documents\heatherl\epbp\09282023\frequencyscan\70_0_2.txt
Data Source:  Experiment
Instrument Model:  CHI1040C
Header: 
Note: 

Init E (V) = 0
Final E (V) = -0.7
Incr E (V) = 0.004
Amplitude (V) = 0.05
Frequency (Hz) = 70
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-5

E2 Scan On
Sens 2 = 1e-005

Results:

Channel 1:
Difference:
Ep = -0.304V
ip = 2.370e-7A
Ap = 2.343e-8VA

Forward:

Reverse:

Channel 2:
Difference:

Forward:

Reverse:

Potential/V, i1d/A, i1f/A, i1r/A, i2d/A, i2f/A, i2r/A

-0.004, 4.977e-6, 1.023e-6, -3.954e-6, 5.579e-6, 1.149e-6, -4.430e-6
-0.008, 6.749e-6, 3.129e-6, -3.620e-6, 7.622e-6, 3.562e-6, -4.061e-6
-0.012, 6.647e-6, 3.173e-6, -3.474e-6, 7.513e-6, 3.611e-6, -3.902e-6
-0.016, 6.501e-6, 3.149e-6, -3.353e-6, 7.360e-6, 3.586e-6, -3.774e-6
-0.020, 6.359e-6, 3.120e-6, -3.239e-6, 7.214e-6, 3.558e-6, -3.655e-6
-0.024, 6.223e-6, 3.079e-6, -3.143e-6, 7.077e-6, 3.519e-6, -3.558e-6
-0.028, 6.086e-6, 3.035e-6, -3.051e-6, 6.936e-6, 3.476e-6, -3.460e-6
-0.032, 5.959e-6, 2.996e-6, -2.963e-6, 6.802e-6, 3.436e-6, -3.366e-6
-0.036, 5.849e-6, 2.962e-6, -2.887e-6, 6.684e-6, 3.399e-6, -3.284e-6
-0.040, 5.744e-6, 2.925e-6, -2.819e-6, 6.567e-6, 3.358e-6, -3.209e-6
-0.044, 5.647e-6, 2.895e-6, -2.753e-6, 6.463e-6, 3.325e-6, -3.139e-6
-0.048, 5.559e-6, 2.870e-6, -2.689e-6, 6.372e-6, 3.300e-6, -3.072e-6
-0.052, 5.469e-6, 2.839e-6, -2.630e-6, 6.279e-6, 3.268e-6, -3.011e-6
-0.056, 5.379e-6, 2.806e-6, -2.574e-6, 6.188e-6, 3.235e-6, -2.953e-6
-0.060, 5.297e-6, 2.780e-6, -2.517e-6, 6.102e-6, 3.209e-6, -2.893e-6
-0.064, 5.230e-6, 2.759e-6, -2.472e-6, 6.026e-6, 3.184e-6, -2.842e-6
-0.068, 5.165e-6, 2.736e-6, -2.429e-6, 5.952e-6, 3.158e-6, -2.794e-6
-0.072, 5.110e-6, 2.720e-6, -2.391e-6, 5.889e-6, 3.138e-6, -2.751e-6
-0.076, 5.057e-6, 2.707e-6, -2.351e-6, 5.833e-6, 3.124e-6, -2.709e-6
-0.080, 5.001e-6, 2.688e-6, -2.313e-6, 5.775e-6, 3.104e-6, -2.671e-6
-0.084, 4.945e-6, 2.668e-6, -2.277e-6, 5.718e-6, 3.086e-6, -2.632e-6
-0.088, 4.893e-6, 2.652e-6, -2.240e-6, 5.661e-6, 3.068e-6, -2.593e-6
-0.092, 4.852e-6, 2.641e-6, -2.211e-6, 5.612e-6, 3.054e-6, -2.558e-6
-0.096, 4.819e-6, 2.628e-6, -2.191e-6, 5.567e-6, 3.036e-6, -2.532e-6
-0.100, 4.789e-6, 2.623e-6, -2.166e-6, 5.531e-6, 3.027e-6, -2.504e-6
-0.104, 4.759e-6, 2.620e-6, -2.140e-6, 5.496e-6, 3.021e-6, -2.475e-6
-0.108, 4.729e-6, 2.612e-6, -2.117e-6, 5.466e-6, 3.013e-6, -2.453e-6
-0.112, 4.699e-6, 2.601e-6, -2.097e-6, 5.431e-6, 3.002e-6, -2.430e-6
-0.116, 4.667e-6, 2.596e-6, -2.071e-6, 5.394e-6, 2.994e-6, -2.400e-6
-0.120, 4.648e-6, 2.593e-6, -2.055e-6, 5.367e-6, 2.988e-6, -2.379e-6
-0.124, 4.633e-6, 2.590e-6, -2.043e-6, 5.340e-6, 2.978e-6, -2.362e-6
-0.128, 4.620e-6, 2.591e-6, -2.030e-6, 5.318e-6, 2.974e-6, -2.344e-6
-0.132, 4.610e-6, 2.597e-6, -2.013e-6, 5.301e-6, 2.976e-6, -2.325e-6
-0.136, 4.602e-6, 2.599e-6, -2.003e-6, 5.288e-6, 2.975e-6, -2.313e-6
-0.140, 4.586e-6, 2.597e-6, -1.989e-6, 5.268e-6, 2.972e-6, -2.297e-6
-0.144, 4.570e-6, 2.598e-6, -1.973e-6, 5.245e-6, 2.968e-6, -2.277e-6
-0.148, 4.567e-6, 2.603e-6, -1.963e-6, 5.231e-6, 2.968e-6, -2.262e-6
-0.152, 4.565e-6, 2.607e-6, -1.959e-6, 5.214e-6, 2.964e-6, -2.250e-6
-0.156, 4.571e-6, 2.617e-6, -1.954e-6, 5.207e-6, 2.968e-6, -2.240e-6
-0.160, 4.576e-6, 2.630e-6, -1.946e-6, 5.204e-6, 2.975e-6, -2.229e-6
-0.164, 4.578e-6, 2.639e-6, -1.939e-6, 5.199e-6, 2.979e-6, -2.221e-6
-0.168, 4.577e-6, 2.644e-6, -1.933e-6, 5.193e-6, 2.981e-6, -2.212e-6
-0.172, 4.574e-6, 2.652e-6, -1.922e-6, 5.178e-6, 2.983e-6, -2.195e-6
-0.176, 4.585e-6, 2.666e-6, -1.919e-6, 5.175e-6, 2.989e-6, -2.186e-6
-0.180, 4.596e-6, 2.678e-6, -1.918e-6, 5.167e-6, 2.991e-6, -2.177e-6
-0.184, 4.613e-6, 2.694e-6, -1.919e-6, 5.170e-6, 2.997e-6, -2.173e-6
-0.188, 4.632e-6, 2.717e-6, -1.915e-6, 5.178e-6, 3.012e-6, -2.165e-6
-0.192, 4.647e-6, 2.732e-6, -1.914e-6, 5.183e-6, 3.022e-6, -2.161e-6
-0.196, 4.659e-6, 2.747e-6, -1.911e-6, 5.184e-6, 3.030e-6, -2.155e-6
-0.200, 4.668e-6, 2.764e-6, -1.904e-6, 5.179e-6, 3.038e-6, -2.141e-6
-0.204, 4.691e-6, 2.788e-6, -1.903e-6, 5.184e-6, 3.050e-6, -2.134e-6
-0.208, 4.713e-6, 2.806e-6, -1.908e-6, 5.187e-6, 3.056e-6, -2.131e-6
-0.212, 4.739e-6, 2.831e-6, -1.908e-6, 5.196e-6, 3.071e-6, -2.125e-6
-0.216, 4.768e-6, 2.860e-6, -1.908e-6, 5.208e-6, 3.089e-6, -2.119e-6
-0.220, 4.794e-6, 2.886e-6, -1.908e-6, 5.221e-6, 3.105e-6, -2.116e-6
-0.224, 4.813e-6, 2.906e-6, -1.906e-6, 5.228e-6, 3.117e-6, -2.111e-6
-0.228, 4.829e-6, 2.931e-6, -1.898e-6, 5.228e-6, 3.131e-6, -2.097e-6
-0.232, 4.859e-6, 2.960e-6, -1.899e-6, 5.239e-6, 3.149e-6, -2.090e-6
-0.236, 4.889e-6, 2.986e-6, -1.903e-6, 5.248e-6, 3.162e-6, -2.086e-6
-0.240, 4.919e-6, 3.014e-6, -1.905e-6, 5.259e-6, 3.177e-6, -2.082e-6
-0.244, 4.950e-6, 3.048e-6, -1.902e-6, 5.275e-6, 3.201e-6, -2.074e-6
-0.248, 4.977e-6, 3.076e-6, -1.901e-6, 5.290e-6, 3.220e-6, -2.070e-6
-0.252, 4.995e-6, 3.101e-6, -1.894e-6, 5.298e-6, 3.238e-6, -2.059e-6
-0.256, 5.013e-6, 3.125e-6, -1.888e-6, 5.301e-6, 3.254e-6, -2.047e-6
-0.260, 5.040e-6, 3.157e-6, -1.882e-6, 5.312e-6, 3.276e-6, -2.036e-6
-0.264, 5.067e-6, 3.184e-6, -1.883e-6, 5.321e-6, 3.292e-6, -2.029e-6
-0.268, 5.091e-6, 3.214e-6, -1.877e-6, 5.333e-6, 3.313e-6, -2.019e-6
-0.272, 5.115e-6, 3.246e-6, -1.869e-6, 5.347e-6, 3.339e-6, -2.008e-6
-0.276, 5.134e-6, 3.274e-6, -1.860e-6, 5.362e-6, 3.363e-6, -1.999e-6
-0.280, 5.146e-6, 3.296e-6, -1.850e-6, 5.371e-6, 3.383e-6, -1.988e-6
-0.284, 5.153e-6, 3.321e-6, -1.832e-6, 5.372e-6, 3.405e-6, -1.967e-6
