Sept. 28, 2023   15:12:01
Square Wave Voltammetry
File: c:\users\biose\documents\heatherl\epbp\09282023\frequencyscan\70_100_3.txt
Data Source:  Experiment
Instrument Model:  CHI1040C
Header: 
Note: 

Init E (V) = 0
Final E (V) = -0.7
Incr E (V) = 0.004
Amplitude (V) = 0.05
Frequency (Hz) = 70
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-5

E2 Scan On
Sens 2 = 1e-005

Results:

Channel 1:
Difference:
Ep = -0.396V
ip = 1.365e-9A
Ap = 9.799e-9VA

Forward:

Reverse:

Channel 2:
Difference:

Forward:

Reverse:

Potential/V, i1d/A, i1f/A, i1r/A, i2d/A, i2f/A, i2r/A

-0.004, 5.098e-6, 9.937e-7, -4.105e-6, 5.956e-6, 1.112e-6, -4.844e-6
-0.008, 6.829e-6, 3.084e-6, -3.746e-6, 8.106e-6, 3.670e-6, -4.436e-6
-0.012, 6.669e-6, 3.103e-6, -3.566e-6, 7.927e-6, 3.693e-6, -4.234e-6
-0.016, 6.483e-6, 3.065e-6, -3.418e-6, 7.712e-6, 3.648e-6, -4.064e-6
-0.020, 6.311e-6, 3.013e-6, -3.298e-6, 7.509e-6, 3.585e-6, -3.923e-6
-0.024, 6.147e-6, 2.962e-6, -3.185e-6, 7.314e-6, 3.523e-6, -3.791e-6
-0.028, 5.990e-6, 2.914e-6, -3.076e-6, 7.133e-6, 3.465e-6, -3.668e-6
-0.032, 5.842e-6, 2.866e-6, -2.975e-6, 6.967e-6, 3.412e-6, -3.555e-6
-0.036, 5.691e-6, 2.812e-6, -2.879e-6, 6.801e-6, 3.352e-6, -3.449e-6
-0.040, 5.546e-6, 2.759e-6, -2.787e-6, 6.639e-6, 3.295e-6, -3.344e-6
-0.044, 5.418e-6, 2.717e-6, -2.702e-6, 6.490e-6, 3.246e-6, -3.244e-6
-0.048, 5.299e-6, 2.673e-6, -2.626e-6, 6.348e-6, 3.193e-6, -3.155e-6
-0.052, 5.195e-6, 2.635e-6, -2.560e-6, 6.222e-6, 3.146e-6, -3.076e-6
